"ID";"Aktywny (0 lub 1)";"Nazwa";"Kategorie (x,y,z...)";"Cena bez podatku. (netto)";"ID reguły podatku";"Koszt własny";"W sprzedaży (0 lub 1)";"Wartość rabatu";"Procent rabatu";"Rabat od dnia (rrrr-mm-dd)";"Rabat do dnia (rrrr-mm-dd)";"Indeks #";"Kod dostawcy";"Dostawca";"Marka";"kod EAN13";"Kod kreskowy UPC";"MPN";"Podatek ekologiczny";"Szerokość";"Wysokość";"Głębokość";"Waga";"Czas dostawy produktów dostępnych w magazynie:";"Czas dostawy wyprzedanych produktów z możliwością rezerwacji:";"Ilość";"Minimalna ilość";"Niski poziom produktów w magazynie";"Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu";"Widoczność";"Dodatkowe koszty przesyłki";"Jednostka dla ceny za jednostkę";"Cena za jednostkę";"Podsumowanie";"Opis";"Tagi (x,y,z...)";"Meta-tytuł";"Słowa kluczowe meta";"Opis meta";"Przepisany URL";"Etykieta, gdy w magazynie";"Etykieta kiedy dozwolone ponowne zamówienie";"Dostępne do zamówienia (0 = Nie, 1 = Tak)";"Data dostępności produktu";"Data wytworzenia produktu";"Pokaż cenę (0 = Nie, 1 = Tak)";"Adresy URL zdjęcia (x,y,z...)"
21;1;"Puchowa bomberka pikowana";"TataKobasa";"599,90";1;"";0;"";"";"";"";"0000XA2151";"";"";"";"";"";"";"";"";"";"";"";"";"";68;1;5;"";"both";"";"";"";"<p>86% Poliamid, 14% Elastan, podszewka: 100% Poliester, podszewka rękawów: 100% Poliester</p>";"<p>Kurtka puchowa w kolorze szarym. Posiada naturalne ocieplenie Real Down, które składa się z ultralekkiego puchu i pierza. Naturalne wypełnienie kurtki sprawia, że jest ona miękka, sprężysta i oddychająca. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/szara-kurtka-vistula-122711.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-122703.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-122711.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-122703.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-122683.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-122755.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-130540.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-130568.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-130536.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-130560.jpg"
22;1;"Puchowa bomberka pikowana";"TataKobasa";"599,90";1;"";0;"";"";"";"";"0000XA2152";"";"";"";"";"";"";"";"";"";"";"";"";"";56;1;5;"";"both";"";"";"";"<p>86% Poliamid, 14% Elastan, podszewka: 100% Poliester, podszewka rękawów: 100% Poliester</p>";"<p>Kurtka puchowa w kolorze granatowym. Posiada naturalne ocieplenie Real Down, które składa się z ultralekkiego puchu i pierza. Naturalne wypełnienie kurtki sprawia, że jest ona miękka, sprężysta i oddychająca. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowa-kurtka-vistula-122659.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-122699.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-122659.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-122699.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-122743.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-122655.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-124215.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-124223.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-124207.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-124219.jpg"
23;1;"Parka z kapturem";"TataKobasa";"699,90";1;"";0;"";"";"";"";"0000XA0904";"";"";"";"";"";"";"";"";"";"";"";"";"";29;1;5;"";"both";"";"";"";"<p>100% Poliester, podszewka: 100% Poliester</p>";"<p>Parka męska w kolorze granatowym, z kapturem. Zapinana jest na zamek oraz napy. Ma dwie skośne kieszenie boczne z listewką oraz kieszonkę na piersi, zapinane na zamek. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowa-kurtka-vistula-128333.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-128337.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-128333.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-128337.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-128365.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-128289.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-127167.jpg,https://vistula.pl/mis/d/granatowa-kurtka-vistula-127179.jpg"
24;1;"Krótka puchowa kurtka";"TataKobasa";"999,90";1;"";0;"";"";"";"";"0000XA1665";"";"";"";"";"";"";"";"";"";"";"";"";"";27;1;5;"";"both";"";"";"";"<p>100% Poliester, podszewka: 100% Poliamid, podszewka rękawów: 100% Poliamid</p>";"<p>Kurtka męska w kolorze granatowym. Krótka, pikowana kurtka puchowa wykonana z twillowej tkaniny poliestrowej. Kieszenie boczne skośne z klejoną patka. Produkt zapinany na przykryty klejoną plisą zamek. Stójka wewnątrz z dzianinowym ściągaczem. Na lewej stronie pionowa kieszeń zapinana na zamek. Wypełnienie puchowe. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowa-kurtka-lantier-128305.jpg,https://vistula.pl/mis/d/granatowa-kurtka-lantier-128313.jpg,https://vistula.pl/mis/d/granatowa-kurtka-lantier-128305.jpg,https://vistula.pl/mis/d/granatowa-kurtka-lantier-128313.jpg,https://vistula.pl/mis/d/granatowa-kurtka-lantier-128353.jpg,https://vistula.pl/mis/d/granatowa-kurtka-lantier-128341.jpg,https://vistula.pl/mis/d/granatowa-kurtka-lantier-128317.jpg,https://vistula.pl/mis/d/granatowa-kurtka-lantier-109063.jpg,https://vistula.pl/mis/d/granatowa-kurtka-lantier-99992.jpg"
25;1;"Skórzana kurtka ze stójką";"TataKobasa";"1499,90";1;"";0;"";"";"";"";"0000XA2562";"";"";"";"";"";"";"";"";"";"";"";"";"";29;1;5;"";"both";"";"";"";"<p>100% Skóra, podszewka: 100% Bawełna, podszewka rękawów: 100% Bawełna</p>";"<p>Kurtka skórzana w kolorze czarnym. Posiada zapinaną stójkę, kieszenie boczne zapinane na napy oraz zasuwaną kieszonkę na piersi. Model zasuwany na zamek błyskawiczny. Kurtka wykonana z naturalnej skóry. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/czarna-kurtka-vistula-121075.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-124615.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121075.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-124615.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121123.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121119.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121127.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121555.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121531.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121567.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121539.jpg"
26;1;"Skórzana kurtka z pikowaniem";"TataKobasa";"1799,90";1;"";0;"";"";"";"";"0000XA2945";"";"";"";"";"";"";"";"";"";"";"";"";"";11;1;5;"";"both";"";"";"";"<p>100% Skóra, podszewka: 100% Bawełna</p>";"<p>Kurtka skórzana w kolorze czarnym. Posiada kieszenie boczne zapinane na zamek oraz mniejszą kieszeń na piersi. Stójka zapinana na napę. Model zasuwany na zamek błyskawiczny. Kurtka wykonana z naturalnej skóry. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/czarna-kurtka-vistula-121391.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121375.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121391.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121375.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121379.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121399.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121435.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121447.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-121419.jpg"
27;1;"Skórzana kurtka ze stójką";"TataKobasa";"1499,90";1;"";0;"";"";"";"";"0000XA2531";"";"";"";"";"";"";"";"";"";"";"";"";"";15;1;5;"";"both";"";"";"";"<p>100% Skóra, podszewka: 100% Poliamid, podszewka rękawów: 100% Poliamid</p>";"<p>Kurtka skórzana w kolorze niebieskim. Posiada kieszenie boczne zapinane na zamek oraz stójkę zapinaną na napę. Model zasuwany na zamek błyskawiczny. Kurtka wykonana z naturalnej skóry. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/szara-kurtka-vistula-121467.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-121459.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-121467.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-121459.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-121471.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-121475.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-127589.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-127653.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-127561.jpg,https://vistula.pl/mis/d/szara-kurtka-vistula-127593.jpg"
28;1;"Skórzana kurtka";"TataKobasa";"1699,90";1;"";1;499.91;"";"";"";"0000XA2500";"";"";"";"";"";"";"";"";"";"";"";"";"";21;1;5;"";"both";"";"";"";"<p>100% Skóra, podszewka: 100% Bawełna</p>";"<p>Kurtka skórzana w kolorze brązowym. Posiada kieszenie boczne zapinane na napy oraz dwie kieszenie na piersi. Model zasuwany na zamek błyskawiczny. Kurtka wykonana z naturalnej skóry. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/br%C4%85zowa-kurtka-vistula-120107.jpg,https://vistula.pl/mis/d/br%C4%85zowa-kurtka-vistula-120111.jpg,https://vistula.pl/mis/d/br%C4%85zowa-kurtka-vistula-120107.jpg,https://vistula.pl/mis/d/br%C4%85zowa-kurtka-vistula-120111.jpg,https://vistula.pl/mis/d/br%C4%85zowa-kurtka-vistula-120139.jpg,https://vistula.pl/mis/d/br%C4%85zowa-kurtka-vistula-118919.jpg,https://vistula.pl/mis/d/br%C4%85zowa-kurtka-vistula-118799.jpg,https://vistula.pl/mis/d/br%C4%85zowa-kurtka-vistula-118831.jpg,https://vistula.pl/mis/d/br%C4%85zowa-kurtka-vistula-118899.jpg,https://vistula.pl/mis/d/br%C4%85zowa-kurtka-vistula-118843.jpg"
29;1;"Jeansowa kurtka";"TataKobasa";"649,90";1;"";1;249.91;"";"";"";"0000RX2078";"";"";"";"";"";"";"";"";"";"";"";"";"";12;1;5;"";"both";"";"";"";"<p>98% Bawełna, 2% Elastan</p>";"<p>Kurtka jeansowa w kolorze niebieskim. Model zapinany na guziki, z charakterystycznymi dla jeansu przetarciami. Kurtka posiada kieszenie na piersiach z patkami zapinane na guziki oraz kieszenie boczne. Wykonana została z bawełny, z domieszką elastanu. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123939.jpg,https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123931.jpg,https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123939.jpg,https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123931.jpg,https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123935.jpg,https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123923.jpg,https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123927.jpg,https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123963.jpg,https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123991.jpg,https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123947.jpg,https://vistula.pl/mis/d/niebieska-kurtka-vistula-red-123983.jpg"
30;1;"Jednorzędowy płaszcz";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"9O98VI2713";"";"";"";"";"";"";"";"";"";"";"";"";"";27;1;5;"";"both";"";"";"";"<p>65% Wełna, 30% Poliamid, 5% Inne, podszewka: 100% Wiskoza, podszewka rękawów: 100% Wiskoza</p>";"<p>Jednorzędowy płaszcz o klasycznym kroju. Produkt posiada kieszenie boczne oraz jedno rozcięcie z tyłu. Płaszcz wykonany z tkaniny w kolorze granatowym. Model na zdjęciu ma 185 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-133376.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-133360.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-133376.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-133360.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-133400.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-133356.jpg"
31;1;"Jednorzędowy płaszcz";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"9O98VI2714";"";"";"";"";"";"";"";"";"";"";"";"";"";16;1;5;"";"both";"";"";"";"<p>65% Wełna, 30% Poliamid, 5% Inne, podszewka: 100% Wiskoza, podszewka rękawów: 100% Wiskoza</p>";"<p>Jednorzędowy płaszcz o klasycznym kroju. Produkt posiada kieszenie boczne oraz jedno rozcięcie z tyłu. Płaszcz wykonany z tkaniny w kolorze brązowym. Model na zdjęciu ma 185 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-133316.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-133380.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-133316.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-133380.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-133396.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-133344.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-133372.jpg"
32;1;"Płaszcz z gładkiej tkaniny";"TataKobasa";"799,90";1;"";0;"";"";"";"";"0000XA2921";"";"";"";"";"";"";"";"";"";"";"";"";"";62;1;5;"";"both";"";"";"";"<p>100% Poliester, podszewka: 100% Poliester</p>";"<p>Jednorzędowy płaszcz w kolorze czarnym. Posiada kieszenie boczne oraz jedno rozcięcie z tyłu. Zapinany jest na guziki. Wykonany z tkaniny technicznej. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/czarna-kurtka-vistula-133448.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-133432.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-133448.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-133432.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-133460.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-133444.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-133476.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-133472.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-133468.jpg,https://vistula.pl/mis/d/czarna-kurtka-vistula-133464.jpg"
33;1;"Luźny płaszcz w kratę";"TataKobasa";"1199,90";1;"";0;"";"";"";"";"9V93RE1546";"";"";"";"";"";"";"";"";"";"";"";"";"";51;1;5;"";"both";"";"";"";"<p>32% Bawełna, 26% Poliakryl, 26% Poliester, 10% Wełna, 4% Inne, 2% Poliamid, podszewka: 100% Wiskoza, podszewka rękawów: 100% Wiskoza</p>";"<p>Płaszcz męski w kolorze granatowym, w kratę to luźny płaszcz o konstrukcji pudełkowej. Zapinany jest na trzy guziki, z tyłu jedno rozcięcie. Posiada klapy proste oraz kieszenie boczne z listewką. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-red-127003.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-red-126987.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-red-127003.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-red-126987.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-red-127043.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-red-127019.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-red-127071.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-red-127063.jpg"
34;1;"Płaszcz w delikatny deseń";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"9O98VI1648";"";"";"";"";"";"";"";"";"";"";"";"";"";41;1;5;"";"both";"";"";"";"<p>65% Wełna, 30% Poliamid, 5% Inne, podszewka: 100% Wiskoza, podszewka rękawów: 100% Wiskoza</p>";"<p>Płaszcz męski w kolorze szarym, w delikatny deseń to klasyczny płaszcz, wykonany z melanżowej tkaniny. Zapinany jest na trzy guziki, z tyłu jedno rozcięcie. Posiada klapy proste, kieszenie boczne skośne z listewką. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/p%C5%82aszcz-vistula-126975.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-127011.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-126975.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-127011.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-127047.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-127023.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-127881.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-127833.jpg"
35;1;"Ocieplany płaszcz z domieszką wełny";"TataKobasa";"1299,90";1;"";1;699.91;"";"";"";"0000XA1703";"";"";"";"";"";"";"";"";"";"";"";"";"";25;1;5;"";"both";"";"";"";"<p>50% Wełna, 50% Poliester, podszewka: 100% Poliester</p>";"<p>Ocieplany płaszcz męski, wykonany z granatowo-czarnej tkaniny w deseń. Zapinany jest na kryte guziki, wykończony kołnierzem i prostymi klapami. Kieszenie boczne z zakładką, z tyłu kontrafałda. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-126991.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-126967.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-126991.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-126967.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-127035.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-126999.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-126995.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-127893.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-127837.jpg"
36;1;"Płaszcz w delikatny deseń";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"9O98VI1583";"";"";"";"";"";"";"";"";"";"";"";"";"";15;1;5;"";"both";"";"";"";"<p>65% Wełna, 30% Poliamid, 5% Inne, podszewka: 100% Wiskoza, podszewka rękawów: 100% Wiskoza</p>";"<p>Klasyczny płaszcz męski, wykonany z miękkiej melanżowej tkaniny w delikatny deseń, w kolorze beżowym. Zapinany jest na trzy guziki, z tyłu jeden rozporek , klapy proste, kieszenie boczne skośne z listewką. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/be%C5%BCowy-p%C5%82aszcz-vistula-126979.jpg,https://vistula.pl/mis/d/be%C5%BCowy-p%C5%82aszcz-vistula-127027.jpg,https://vistula.pl/mis/d/be%C5%BCowy-p%C5%82aszcz-vistula-126979.jpg,https://vistula.pl/mis/d/be%C5%BCowy-p%C5%82aszcz-vistula-127027.jpg,https://vistula.pl/mis/d/be%C5%BCowy-p%C5%82aszcz-vistula-127015.jpg,https://vistula.pl/mis/d/be%C5%BCowy-p%C5%82aszcz-vistula-127051.jpg,https://vistula.pl/mis/d/be%C5%BCowy-p%C5%82aszcz-vistula-126963.jpg,https://vistula.pl/mis/d/be%C5%BCowy-p%C5%82aszcz-vistula-127917.jpg,https://vistula.pl/mis/d/be%C5%BCowy-p%C5%82aszcz-vistula-127933.jpg"
37;1;"Klasyczny płaszcz w kratę";"TataKobasa";"1499,90";1;"";0;"";"";"";"";"9O97VI1661";"";"";"";"";"";"";"";"";"";"";"";"";"";45;1;5;"";"both";"";"";"";"<p>75% Wełna, 20% Poliamid, 5% Inne, podszewka: 100% Wiskoza, podszewka rękawów: 100% Wiskoza</p>";"<p>Płaszcz męski w granatową kratę. Zapinany jest na trzy guziki, z tyłu jedno rozcięcie. Posiada klapy w szpic, kieszenie boczne jednowypustkowe z patką. Na dole rękawów guziki. Model na zdjęciu ma 186 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-97295.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-97291.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-97295.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-97291.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-97243.jpg,https://vistula.pl/mis/d/granatowy-p%C5%82aszcz-vistula-97239.jpg"
38;1;"Klasyczny płaszcz w kratę";"TataKobasa";"1499,90";1;"";0;"";"";"";"";"9O97VI1662";"";"";"";"";"";"";"";"";"";"";"";"";"";29;1;5;"";"both";"";"";"";"<p>75% Wełna, 20% Poliamid, 5% Inne, podszewka: 100% Wiskoza, podszewka rękawów: 100% Wiskoza</p>";"<p>Jednorzędowy płaszcz męski w kolorze brązowym, w kratę. Zapinany jest na trzy guziki, z tyłu jedno rozcięcie. Posiada klapy w szpic, kieszeń piersiową z listewką oraz kieszenie boczne jednowypustkowe z patkami. Model na zdjęciu ma 185 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-99120.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-99100.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-99120.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-99100.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-102000.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-99092.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-101872.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-101924.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-112490.jpg,https://vistula.pl/mis/d/br%C4%85zowy-p%C5%82aszcz-vistula-112582.jpg"
39;1;"Płaszcz w delikatny deseń";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"9O98VI1647";"";"";"";"";"";"";"";"";"";"";"";"";"";40;1;5;"";"both";"";"";"";"<p>65% Wełna, 30% Poliamid, 5% Inne, podszewka: 100% Wiskoza, podszewka rękawów: 100% Wiskoza</p>";"<p>Klasyczny płaszcz męski, wykonany z miękkiej melanżowej tkaniny w delikatny deseń, w kolorze granatowym. Zapinany jest na trzy guziki, z tyłu jedno rozcięcie , klapy proste, kieszenie boczne skośne z listewką. Model na zdjęciu ma 186 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/p%C5%82aszcz-vistula-93435.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-93467.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-93435.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-93467.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-93479.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-93447.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-112858.jpg,https://vistula.pl/mis/d/p%C5%82aszcz-vistula-112850.jpg"
40;1;"Jednorzędowy płaszcz w pepitę";"TataKobasa";"999,90";1;"";0;"";"";"";"";"0000XA2923";"";"";"";"";"";"";"";"";"";"";"";"";"";45;1;5;"";"both";"";"";"";"<p>50% Wełna, 50% Poliester, podszewka: 100% Poliester</p>";"<p>Jednorzędowy płaszcz w kolorze szarym, w pepitę. Posiada kieszenie boczne oraz jedno rozcięcie z tyłu. Wykonany z tkaniny będącej mieszanką wełny oraz poliestru. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"https://vistula.pl/mis/d/grafitowa-kurtka-vistula-125839.jpg,https://vistula.pl/mis/d/grafitowa-kurtka-vistula-125667.jpg,https://vistula.pl/mis/d/grafitowa-kurtka-vistula-125839.jpg,https://vistula.pl/mis/d/grafitowa-kurtka-vistula-125667.jpg,https://vistula.pl/mis/d/grafitowa-kurtka-vistula-126107.jpg,https://vistula.pl/mis/d/grafitowa-kurtka-vistula-125911.jpg,https://vistula.pl/mis/d/grafitowa-kurtka-vistula-129196.jpg,https://vistula.pl/mis/d/grafitowa-kurtka-vistula-129040.jpg,https://vistula.pl/mis/d/grafitowa-kurtka-vistula-129044.jpg,https://vistula.pl/mis/d/grafitowa-kurtka-vistula-129192.jpg"
