"ID";"Aktywny (0 lub 1)";"Nazwa";"Kategorie (x,y,z...)";"Cena bez podatku. (netto)";"ID reguły podatku";"Koszt własny";"W sprzedaży (0 lub 1)";"Wartość rabatu";"Procent rabatu";"Rabat od dnia (rrrr-mm-dd)";"Rabat do dnia (rrrr-mm-dd)";"Indeks #";"Kod dostawcy";"Dostawca";"Marka";"kod EAN13";"Kod kreskowy UPC";"MPN";"Podatek ekologiczny";"Szerokość";"Wysokość";"Głębokość";"Waga";"Czas dostawy produktów dostępnych w magazynie:";"Czas dostawy wyprzedanych produktów z możliwością rezerwacji:";"IlośćMinimalna ilośćNiski poziom produktów w magazynie"
29;1;"Jeansowa kurtka";"TataKobasa";"649,90";1;"";1;249.91;"";"";"";"0000RX2078";"";"";"";"";"";"";"";"";"";"";"";"";"";28;1;5
30;1;"Jednorzędowy płaszcz";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"9O98VI2713";"";"";"";"";"";"";"";"";"";"";"";"";"";28;1;5
31;1;"Jednorzędowy płaszcz";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"9O98VI2714";"";"";"";"";"";"";"";"";"";"";"";"";"";37;1;5
32;1;"Płaszcz z gładkiej tkaniny";"TataKobasa";"799,90";1;"";0;"";"";"";"";"0000XA2921";"";"";"";"";"";"";"";"";"";"";"";"";"";37;1;5
33;1;"Luźny płaszcz w kratę";"TataKobasa";"1199,90";1;"";0;"";"";"";"";"9V93RE1546";"";"";"";"";"";"";"";"";"";"";"";"";"";46;1;5
34;1;"Płaszcz w delikatny deseń";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"9O98VI1648";"";"";"";"";"";"";"";"";"";"";"";"";"";47;1;5
35;1;"Ocieplany płaszcz z domieszką wełny";"TataKobasa";"1299,90";1;"";1;699.91;"";"";"";"0000XA1703";"";"";"";"";"";"";"";"";"";"";"";"";"";49;1;5
36;1;"Płaszcz w delikatny deseń";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"9O98VI1583";"";"";"";"";"";"";"";"";"";"";"";"";"";64;1;5
37;1;"Klasyczny płaszcz w kratę";"TataKobasa";"1499,90";1;"";0;"";"";"";"";"9O97VI1661";"";"";"";"";"";"";"";"";"";"";"";"";"";14;1;5
38;1;"Klasyczny płaszcz w kratę";"TataKobasa";"1499,90";1;"";0;"";"";"";"";"9O97VI1662";"";"";"";"";"";"";"";"";"";"";"";"";"";54;1;5
39;1;"Płaszcz w delikatny deseń";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"9O98VI1647";"";"";"";"";"";"";"";"";"";"";"";"";"";18;1;5
40;1;"Jednorzędowy płaszcz w pepitę";"TataKobasa";"999,90";1;"";0;"";"";"";"";"0000XA2923";"";"";"";"";"";"";"";"";"";"";"";"";"";49;1;5
41;1;"Płaszcz z tkaniny technicznej";"TataKobasa";"1299,90";1;"";0;"";"";"";"";"0000XA1696";"";"";"";"";"";"";"";"";"";"";"";"";"";67;1;5
42;1;"VISTULA|PZPN - Polo z wełny merino";"TataKobasa";"299,90";1;"";0;"";"";"";"";"0000XA2979";"";"";"";"";"";"";"";"";"";"";"";"";"";55;1;5
43;1;"Wełniany sweter z dodatkiem jedwabiu";"TataKobasa";"299,90";1;"";0;"";"";"";"";"0000XA2854";"";"";"";"";"";"";"";"";"";"";"";"";"";49;1;5
44;1;"Wełniany sweter z dodatkiem jedwabiu";"TataKobasa";"299,90";1;"";0;"";"";"";"";"0000XA2875";"";"";"";"";"";"";"";"";"";"";"";"";"";57;1;5
45;1;"Sweter o warkoczowym spocie";"TataKobasa";"349,90";1;"";0;"";"";"";"";"0000RX2502";"";"";"";"";"";"";"";"";"";"";"";"";"";18;1;5
46;1;"Strukturalny sweter z melanżowej dzianiny";"TataKobasa";"299,90";1;"";0;"";"";"";"";"0000XA2855";"";"";"";"";"";"";"";"";"";"";"";"";"";33;1;5
47;1;"Wełniany sweter typu round-neck w prążek";"TataKobasa";"379,90";1;"";0;"";"";"";"";"0000XA0774";"";"";"";"";"";"";"";"";"";"";"";"";"";57;1;5
48;1;"Wełniany sweter typu round-neck w prążek";"TataKobasa";"379,90";1;"";0;"";"";"";"";"0000XA0933";"";"";"";"";"";"";"";"";"";"";"";"";"";70;1;5
49;1;"Wełniany sweter z dodatkiem poliamidu i jedwabiu";"TataKobasa";"279,90";1;"";0;"";"";"";"";"0000XA1836";"";"";"";"";"";"";"";"";"";"";"";"";"";46;1;5
50;1;"Wełniany sweter z dodatkiem poliamidu i jedwabiu";"TataKobasa";"279,90";1;"";0;"";"";"";"";"0000XA1837";"";"";"";"";"";"";"";"";"";"";"";"";"";25;1;5
