"Identyfikator Produktu (ID)";"Indeks produktu";"Atrybut (Nazwa:Typ:Pozycja)*";"Wartość (Wartość:Pozycja)*"
98;"";"Rozmiar:select:1";"33/32"
98;"";"Rozmiar:select:1";"33/34"
98;"";"Rozmiar:select:1";"34/32"
98;"";"Rozmiar:select:1";"34/34"
98;"";"Rozmiar:select:1";"36/34"
99;"";"Rozmiar:select:1";"29/32"
99;"";"Rozmiar:select:1";"30/32"
99;"";"Rozmiar:select:1";"30/34"
99;"";"Rozmiar:select:1";"31/32"
99;"";"Rozmiar:select:1";"31/34"
99;"";"Rozmiar:select:1";"32/32"
99;"";"Rozmiar:select:1";"32/34"
99;"";"Rozmiar:select:1";"32/36"
99;"";"Rozmiar:select:1";"33/32"
99;"";"Rozmiar:select:1";"33/34"
99;"";"Rozmiar:select:1";"34/32"
99;"";"Rozmiar:select:1";"34/34"
100;"";"Rozmiar:select:1";"48"
100;"";"Rozmiar:select:1";"50"
100;"";"Rozmiar:select:1";"52"
100;"";"Rozmiar:select:1";"54"
101;"";"Rozmiar:select:1";"29/32"
101;"";"Rozmiar:select:1";"30/32"
101;"";"Rozmiar:select:1";"31/32"
101;"";"Rozmiar:select:1";"31/34"
101;"";"Rozmiar:select:1";"32/32"
101;"";"Rozmiar:select:1";"32/34"
101;"";"Rozmiar:select:1";"33/32"
101;"";"Rozmiar:select:1";"33/34"
101;"";"Rozmiar:select:1";"34/32"
101;"";"Rozmiar:select:1";"34/34"
101;"";"Rozmiar:select:1";"34/36"
101;"";"Rozmiar:select:1";"36/32"
101;"";"Rozmiar:select:1";"36/34"
101;"";"Rozmiar:select:1";"36/36"
101;"";"Rozmiar:select:1";"38/34"
101;"";"Rozmiar:select:1";"38/32"
102;"";"Rozmiar:select:1";"29/32"
102;"";"Rozmiar:select:1";"30/32"
102;"";"Rozmiar:select:1";"31/32"
102;"";"Rozmiar:select:1";"31/34"
102;"";"Rozmiar:select:1";"32/32"
102;"";"Rozmiar:select:1";"32/34"
102;"";"Rozmiar:select:1";"33/32"
102;"";"Rozmiar:select:1";"33/34"
102;"";"Rozmiar:select:1";"34/32"
102;"";"Rozmiar:select:1";"34/34"
102;"";"Rozmiar:select:1";"34/36"
102;"";"Rozmiar:select:1";"36/32"
102;"";"Rozmiar:select:1";"36/34"
102;"";"Rozmiar:select:1";"36/36"
102;"";"Rozmiar:select:1";"38/34"
102;"";"Rozmiar:select:1";"38/32"
103;"";"Rozmiar:select:1";"29/32"
103;"";"Rozmiar:select:1";"30/32"
103;"";"Rozmiar:select:1";"31/32"
103;"";"Rozmiar:select:1";"31/34"
103;"";"Rozmiar:select:1";"32/32"
103;"";"Rozmiar:select:1";"32/34"
103;"";"Rozmiar:select:1";"33/32"
103;"";"Rozmiar:select:1";"33/34"
103;"";"Rozmiar:select:1";"34/32"
103;"";"Rozmiar:select:1";"34/34"
103;"";"Rozmiar:select:1";"34/36"
103;"";"Rozmiar:select:1";"36/32"
103;"";"Rozmiar:select:1";"36/34"
103;"";"Rozmiar:select:1";"36/36"
103;"";"Rozmiar:select:1";"38/34"
103;"";"Rozmiar:select:1";"38/32"
104;"";"Rozmiar:select:1";"29/32"
104;"";"Rozmiar:select:1";"30/32"
104;"";"Rozmiar:select:1";"31/32"
104;"";"Rozmiar:select:1";"31/34"
104;"";"Rozmiar:select:1";"32/32"
104;"";"Rozmiar:select:1";"32/34"
104;"";"Rozmiar:select:1";"33/32"
104;"";"Rozmiar:select:1";"33/34"
104;"";"Rozmiar:select:1";"34/32"
104;"";"Rozmiar:select:1";"34/34"
104;"";"Rozmiar:select:1";"34/36"
104;"";"Rozmiar:select:1";"36/32"
104;"";"Rozmiar:select:1";"36/34"
104;"";"Rozmiar:select:1";"36/36"
104;"";"Rozmiar:select:1";"38/34"
104;"";"Rozmiar:select:1";"38/32"
105;"";"Rozmiar:select:1";"29/32"
105;"";"Rozmiar:select:1";"30/32"
105;"";"Rozmiar:select:1";"31/32"
105;"";"Rozmiar:select:1";"31/34"
105;"";"Rozmiar:select:1";"32/32"
105;"";"Rozmiar:select:1";"32/34"
105;"";"Rozmiar:select:1";"33/32"
105;"";"Rozmiar:select:1";"33/34"
105;"";"Rozmiar:select:1";"34/32"
105;"";"Rozmiar:select:1";"34/34"
105;"";"Rozmiar:select:1";"34/36"
105;"";"Rozmiar:select:1";"36/32"
105;"";"Rozmiar:select:1";"36/34"
105;"";"Rozmiar:select:1";"36/36"
105;"";"Rozmiar:select:1";"38/34"
105;"";"Rozmiar:select:1";"38/32"
106;"";"Rozmiar:select:1";"29/32"
106;"";"Rozmiar:select:1";"30/32"
106;"";"Rozmiar:select:1";"31/32"
106;"";"Rozmiar:select:1";"31/34"
106;"";"Rozmiar:select:1";"32/32"
106;"";"Rozmiar:select:1";"32/34"
106;"";"Rozmiar:select:1";"33/32"
106;"";"Rozmiar:select:1";"33/34"
106;"";"Rozmiar:select:1";"34/32"
106;"";"Rozmiar:select:1";"34/34"
106;"";"Rozmiar:select:1";"34/36"
106;"";"Rozmiar:select:1";"36/32"
106;"";"Rozmiar:select:1";"36/34"
106;"";"Rozmiar:select:1";"36/36"
106;"";"Rozmiar:select:1";"38/34"
106;"";"Rozmiar:select:1";"38/32"
107;"";"Rozmiar:select:1";"29/32"
107;"";"Rozmiar:select:1";"30/32"
107;"";"Rozmiar:select:1";"31/32"
107;"";"Rozmiar:select:1";"31/34"
107;"";"Rozmiar:select:1";"32/32"
107;"";"Rozmiar:select:1";"32/34"
107;"";"Rozmiar:select:1";"33/32"
107;"";"Rozmiar:select:1";"33/34"
107;"";"Rozmiar:select:1";"34/32"
107;"";"Rozmiar:select:1";"34/34"
107;"";"Rozmiar:select:1";"34/36"
107;"";"Rozmiar:select:1";"36/32"
107;"";"Rozmiar:select:1";"36/34"
107;"";"Rozmiar:select:1";"36/36"
107;"";"Rozmiar:select:1";"38/34"
107;"";"Rozmiar:select:1";"38/32"
108;"";"Rozmiar:select:1";"29/32"
108;"";"Rozmiar:select:1";"30/32"
108;"";"Rozmiar:select:1";"31/32"
108;"";"Rozmiar:select:1";"31/34"
108;"";"Rozmiar:select:1";"32/32"
108;"";"Rozmiar:select:1";"32/34"
108;"";"Rozmiar:select:1";"33/32"
108;"";"Rozmiar:select:1";"33/34"
108;"";"Rozmiar:select:1";"34/32"
108;"";"Rozmiar:select:1";"34/34"
108;"";"Rozmiar:select:1";"34/36"
108;"";"Rozmiar:select:1";"36/32"
108;"";"Rozmiar:select:1";"36/34"
108;"";"Rozmiar:select:1";"36/36"
108;"";"Rozmiar:select:1";"38/34"
108;"";"Rozmiar:select:1";"38/32"
109;"";"Rozmiar:select:1";"29/32"
109;"";"Rozmiar:select:1";"30/32"
109;"";"Rozmiar:select:1";"31/32"
109;"";"Rozmiar:select:1";"31/34"
109;"";"Rozmiar:select:1";"32/32"
109;"";"Rozmiar:select:1";"32/34"
109;"";"Rozmiar:select:1";"33/32"
109;"";"Rozmiar:select:1";"33/34"
109;"";"Rozmiar:select:1";"34/32"
109;"";"Rozmiar:select:1";"34/34"
109;"";"Rozmiar:select:1";"34/36"
109;"";"Rozmiar:select:1";"36/32"
109;"";"Rozmiar:select:1";"36/34"
109;"";"Rozmiar:select:1";"36/36"
109;"";"Rozmiar:select:1";"38/34"
109;"";"Rozmiar:select:1";"38/32"
110;"";"Rozmiar:select:1";"29/32"
110;"";"Rozmiar:select:1";"30/32"
110;"";"Rozmiar:select:1";"31/32"
110;"";"Rozmiar:select:1";"31/34"
110;"";"Rozmiar:select:1";"32/32"
110;"";"Rozmiar:select:1";"32/34"
110;"";"Rozmiar:select:1";"33/32"
110;"";"Rozmiar:select:1";"33/34"
110;"";"Rozmiar:select:1";"34/32"
110;"";"Rozmiar:select:1";"34/34"
110;"";"Rozmiar:select:1";"34/36"
110;"";"Rozmiar:select:1";"36/32"
110;"";"Rozmiar:select:1";"36/34"
110;"";"Rozmiar:select:1";"36/36"
110;"";"Rozmiar:select:1";"38/34"
110;"";"Rozmiar:select:1";"38/32"
111;"";"Rozmiar:select:1";"29/32"
111;"";"Rozmiar:select:1";"30/32"
111;"";"Rozmiar:select:1";"31/32"
111;"";"Rozmiar:select:1";"31/34"
111;"";"Rozmiar:select:1";"32/32"
111;"";"Rozmiar:select:1";"32/34"
111;"";"Rozmiar:select:1";"33/32"
111;"";"Rozmiar:select:1";"33/34"
111;"";"Rozmiar:select:1";"34/32"
111;"";"Rozmiar:select:1";"34/34"
111;"";"Rozmiar:select:1";"34/36"
111;"";"Rozmiar:select:1";"36/32"
111;"";"Rozmiar:select:1";"36/34"
111;"";"Rozmiar:select:1";"36/36"
111;"";"Rozmiar:select:1";"38/34"
111;"";"Rozmiar:select:1";"38/32"
112;"";"Rozmiar:select:1";"29/32"
112;"";"Rozmiar:select:1";"30/32"
112;"";"Rozmiar:select:1";"31/32"
112;"";"Rozmiar:select:1";"31/34"
112;"";"Rozmiar:select:1";"32/32"
112;"";"Rozmiar:select:1";"32/34"
112;"";"Rozmiar:select:1";"33/32"
112;"";"Rozmiar:select:1";"33/34"
112;"";"Rozmiar:select:1";"34/32"
112;"";"Rozmiar:select:1";"34/34"
112;"";"Rozmiar:select:1";"34/36"
112;"";"Rozmiar:select:1";"36/32"
112;"";"Rozmiar:select:1";"36/34"
112;"";"Rozmiar:select:1";"36/36"
112;"";"Rozmiar:select:1";"38/34"
112;"";"Rozmiar:select:1";"38/32"
113;"";"Rozmiar:select:1";"29/32"
113;"";"Rozmiar:select:1";"30/32"
113;"";"Rozmiar:select:1";"31/32"
113;"";"Rozmiar:select:1";"31/34"
113;"";"Rozmiar:select:1";"32/32"
113;"";"Rozmiar:select:1";"32/34"
113;"";"Rozmiar:select:1";"33/32"
113;"";"Rozmiar:select:1";"33/34"
113;"";"Rozmiar:select:1";"34/32"
113;"";"Rozmiar:select:1";"34/34"
113;"";"Rozmiar:select:1";"34/36"
113;"";"Rozmiar:select:1";"36/32"
113;"";"Rozmiar:select:1";"36/34"
113;"";"Rozmiar:select:1";"36/36"
113;"";"Rozmiar:select:1";"38/34"
113;"";"Rozmiar:select:1";"38/32"
114;"";"Rozmiar:select:1";"30/32"
114;"";"Rozmiar:select:1";"31/32"
114;"";"Rozmiar:select:1";"32/32"
114;"";"Rozmiar:select:1";"32/34"
114;"";"Rozmiar:select:1";"33/32"
114;"";"Rozmiar:select:1";"33/34"
114;"";"Rozmiar:select:1";"34/32"
114;"";"Rozmiar:select:1";"34/34"
114;"";"Rozmiar:select:1";"34/36"
114;"";"Rozmiar:select:1";"36/32"
114;"";"Rozmiar:select:1";"36/34"
114;"";"Rozmiar:select:1";"36/36"
114;"";"Rozmiar:select:1";"38/34"
114;"";"Rozmiar:select:1";"38/36"
114;"";"Rozmiar:select:1";"38/32"
115;"";"Rozmiar:select:1";"30/32"
115;"";"Rozmiar:select:1";"31/32"
115;"";"Rozmiar:select:1";"32/32"
115;"";"Rozmiar:select:1";"32/34"
115;"";"Rozmiar:select:1";"33/32"
115;"";"Rozmiar:select:1";"33/34"
115;"";"Rozmiar:select:1";"34/32"
115;"";"Rozmiar:select:1";"34/34"
115;"";"Rozmiar:select:1";"34/36"
115;"";"Rozmiar:select:1";"36/32"
115;"";"Rozmiar:select:1";"36/34"
115;"";"Rozmiar:select:1";"36/36"
115;"";"Rozmiar:select:1";"38/34"
115;"";"Rozmiar:select:1";"38/36"
115;"";"Rozmiar:select:1";"38/32"
116;"";"Rozmiar:select:1";"30/32"
116;"";"Rozmiar:select:1";"31/32"
116;"";"Rozmiar:select:1";"32/32"
116;"";"Rozmiar:select:1";"32/34"
116;"";"Rozmiar:select:1";"33/32"
116;"";"Rozmiar:select:1";"33/34"
116;"";"Rozmiar:select:1";"34/32"
116;"";"Rozmiar:select:1";"34/34"
116;"";"Rozmiar:select:1";"34/36"
116;"";"Rozmiar:select:1";"36/32"
116;"";"Rozmiar:select:1";"36/34"
116;"";"Rozmiar:select:1";"36/36"
116;"";"Rozmiar:select:1";"38/34"
116;"";"Rozmiar:select:1";"38/36"
116;"";"Rozmiar:select:1";"38/32"
117;"";"Rozmiar:select:1";"29/32"
117;"";"Rozmiar:select:1";"30/32"
117;"";"Rozmiar:select:1";"31/32"
117;"";"Rozmiar:select:1";"31/34"
117;"";"Rozmiar:select:1";"32/32"
117;"";"Rozmiar:select:1";"32/34"
117;"";"Rozmiar:select:1";"33/32"
117;"";"Rozmiar:select:1";"33/34"
117;"";"Rozmiar:select:1";"34/32"
117;"";"Rozmiar:select:1";"34/34"
117;"";"Rozmiar:select:1";"34/36"
117;"";"Rozmiar:select:1";"36/32"
117;"";"Rozmiar:select:1";"36/34"
117;"";"Rozmiar:select:1";"36/36"
117;"";"Rozmiar:select:1";"38/34"
118;"";"Rozmiar:select:1";"29/32"
118;"";"Rozmiar:select:1";"30/32"
118;"";"Rozmiar:select:1";"31/32"
118;"";"Rozmiar:select:1";"31/34"
118;"";"Rozmiar:select:1";"32/32"
118;"";"Rozmiar:select:1";"32/34"
118;"";"Rozmiar:select:1";"33/32"
118;"";"Rozmiar:select:1";"33/34"
118;"";"Rozmiar:select:1";"34/32"
118;"";"Rozmiar:select:1";"34/34"
118;"";"Rozmiar:select:1";"34/36"
118;"";"Rozmiar:select:1";"36/32"
118;"";"Rozmiar:select:1";"36/34"
118;"";"Rozmiar:select:1";"36/36"
119;"";"Rozmiar:select:1";"29/32"
119;"";"Rozmiar:select:1";"30/32"
119;"";"Rozmiar:select:1";"31/32"
119;"";"Rozmiar:select:1";"31/34"
119;"";"Rozmiar:select:1";"32/32"
119;"";"Rozmiar:select:1";"32/34"
119;"";"Rozmiar:select:1";"33/32"
119;"";"Rozmiar:select:1";"33/34"
119;"";"Rozmiar:select:1";"34/32"
119;"";"Rozmiar:select:1";"34/34"
119;"";"Rozmiar:select:1";"34/36"
119;"";"Rozmiar:select:1";"36/32"
119;"";"Rozmiar:select:1";"36/34"
119;"";"Rozmiar:select:1";"36/36"
119;"";"Rozmiar:select:1";"38/34"
120;"";"Rozmiar:select:1";"29/32"
120;"";"Rozmiar:select:1";"30/32"
120;"";"Rozmiar:select:1";"31/32"
120;"";"Rozmiar:select:1";"31/34"
120;"";"Rozmiar:select:1";"32/32"
120;"";"Rozmiar:select:1";"32/34"
120;"";"Rozmiar:select:1";"33/32"
120;"";"Rozmiar:select:1";"33/34"
120;"";"Rozmiar:select:1";"34/32"
120;"";"Rozmiar:select:1";"34/34"
120;"";"Rozmiar:select:1";"34/36"
120;"";"Rozmiar:select:1";"36/32"
120;"";"Rozmiar:select:1";"36/34"
120;"";"Rozmiar:select:1";"36/36"
120;"";"Rozmiar:select:1";"38/34"
120;"";"Rozmiar:select:1";"38/32"
121;"";"Rozmiar:select:1";"29/32"
121;"";"Rozmiar:select:1";"30/32"
121;"";"Rozmiar:select:1";"31/32"
121;"";"Rozmiar:select:1";"31/34"
121;"";"Rozmiar:select:1";"32/32"
121;"";"Rozmiar:select:1";"32/34"
121;"";"Rozmiar:select:1";"33/32"
121;"";"Rozmiar:select:1";"33/34"
121;"";"Rozmiar:select:1";"34/32"
121;"";"Rozmiar:select:1";"34/34"
121;"";"Rozmiar:select:1";"34/36"
121;"";"Rozmiar:select:1";"36/34"
121;"";"Rozmiar:select:1";"36/36"
122;"";"Rozmiar:select:1";"29/32"
122;"";"Rozmiar:select:1";"30/32"
122;"";"Rozmiar:select:1";"31/32"
122;"";"Rozmiar:select:1";"31/34"
122;"";"Rozmiar:select:1";"32/32"
122;"";"Rozmiar:select:1";"32/34"
122;"";"Rozmiar:select:1";"33/32"
122;"";"Rozmiar:select:1";"33/34"
122;"";"Rozmiar:select:1";"34/32"
122;"";"Rozmiar:select:1";"34/34"
122;"";"Rozmiar:select:1";"34/36"
122;"";"Rozmiar:select:1";"36/32"
122;"";"Rozmiar:select:1";"36/34"
122;"";"Rozmiar:select:1";"36/36"
122;"";"Rozmiar:select:1";"38/34"
123;"";"Rozmiar:select:1";"29/32"
123;"";"Rozmiar:select:1";"30/32"
123;"";"Rozmiar:select:1";"31/32"
123;"";"Rozmiar:select:1";"31/34"
123;"";"Rozmiar:select:1";"32/32"
123;"";"Rozmiar:select:1";"32/34"
123;"";"Rozmiar:select:1";"33/32"
123;"";"Rozmiar:select:1";"33/34"
123;"";"Rozmiar:select:1";"34/32"
123;"";"Rozmiar:select:1";"34/34"
123;"";"Rozmiar:select:1";"34/36"
123;"";"Rozmiar:select:1";"36/32"
123;"";"Rozmiar:select:1";"36/34"
123;"";"Rozmiar:select:1";"36/36"
123;"";"Rozmiar:select:1";"38/34"
124;"";"Rozmiar:select:1";"S"
124;"";"Rozmiar:select:1";"M"
124;"";"Rozmiar:select:1";"L"
124;"";"Rozmiar:select:1";"XL"
124;"";"Rozmiar:select:1";"XXL"
125;"";"Rozmiar:select:1";"S"
125;"";"Rozmiar:select:1";"M"
125;"";"Rozmiar:select:1";"L"
125;"";"Rozmiar:select:1";"XL"
125;"";"Rozmiar:select:1";"XXL"
126;"";"Rozmiar:select:1";"S"
126;"";"Rozmiar:select:1";"M"
126;"";"Rozmiar:select:1";"L"
126;"";"Rozmiar:select:1";"XL"
126;"";"Rozmiar:select:1";"XXL"
127;"";"Rozmiar:select:1";"S"
127;"";"Rozmiar:select:1";"M"
127;"";"Rozmiar:select:1";"L"
127;"";"Rozmiar:select:1";"XL"
127;"";"Rozmiar:select:1";"XXL"
128;"";"Rozmiar:select:1";"S"
128;"";"Rozmiar:select:1";"M"
128;"";"Rozmiar:select:1";"L"
128;"";"Rozmiar:select:1";"XL"
128;"";"Rozmiar:select:1";"XXL"
129;"";"Rozmiar:select:1";"S"
129;"";"Rozmiar:select:1";"M"
129;"";"Rozmiar:select:1";"L"
129;"";"Rozmiar:select:1";"XL"
129;"";"Rozmiar:select:1";"XXL"
130;"";"Rozmiar:select:1";"S"
130;"";"Rozmiar:select:1";"M"
130;"";"Rozmiar:select:1";"L"
130;"";"Rozmiar:select:1";"XL"
130;"";"Rozmiar:select:1";"XXL"
131;"";"Rozmiar:select:1";"S"
131;"";"Rozmiar:select:1";"M"
131;"";"Rozmiar:select:1";"L"
131;"";"Rozmiar:select:1";"XL"
131;"";"Rozmiar:select:1";"XXL"
132;"";"Rozmiar:select:1";"S"
132;"";"Rozmiar:select:1";"M"
132;"";"Rozmiar:select:1";"L"
132;"";"Rozmiar:select:1";"XL"
132;"";"Rozmiar:select:1";"XXL"
133;"";"Rozmiar:select:1";"S"
133;"";"Rozmiar:select:1";"M"
133;"";"Rozmiar:select:1";"L"
133;"";"Rozmiar:select:1";"XL"
133;"";"Rozmiar:select:1";"XXL"
134;"";"Rozmiar:select:1";"S"
134;"";"Rozmiar:select:1";"M"
134;"";"Rozmiar:select:1";"L"
134;"";"Rozmiar:select:1";"XL"
134;"";"Rozmiar:select:1";"XXL"
135;"";"Rozmiar:select:1";"S"
135;"";"Rozmiar:select:1";"M"
135;"";"Rozmiar:select:1";"L"
135;"";"Rozmiar:select:1";"XL"
135;"";"Rozmiar:select:1";"XXL"
136;"";"Rozmiar:select:1";"S"
136;"";"Rozmiar:select:1";"M"
136;"";"Rozmiar:select:1";"L"
136;"";"Rozmiar:select:1";"XL"
136;"";"Rozmiar:select:1";"XXL"
137;"";"Rozmiar:select:1";"S"
137;"";"Rozmiar:select:1";"M"
137;"";"Rozmiar:select:1";"L"
137;"";"Rozmiar:select:1";"XL"
137;"";"Rozmiar:select:1";"XXL"
138;"";"Rozmiar:select:1";"S"
138;"";"Rozmiar:select:1";"M"
138;"";"Rozmiar:select:1";"L"
138;"";"Rozmiar:select:1";"XL"
138;"";"Rozmiar:select:1";"XXL"
139;"";"Rozmiar:select:1";"S"
139;"";"Rozmiar:select:1";"M"
139;"";"Rozmiar:select:1";"L"
139;"";"Rozmiar:select:1";"XL"
139;"";"Rozmiar:select:1";"XXL"
140;"";"Rozmiar:select:1";"S"
140;"";"Rozmiar:select:1";"M"
140;"";"Rozmiar:select:1";"L"
140;"";"Rozmiar:select:1";"XL"
140;"";"Rozmiar:select:1";"XXL"
141;"";"Rozmiar:select:1";"S"
141;"";"Rozmiar:select:1";"M"
141;"";"Rozmiar:select:1";"L"
141;"";"Rozmiar:select:1";"XL"
141;"";"Rozmiar:select:1";"XXL"
142;"";"Rozmiar:select:1";"S"
142;"";"Rozmiar:select:1";"M"
142;"";"Rozmiar:select:1";"L"
142;"";"Rozmiar:select:1";"XL"
142;"";"Rozmiar:select:1";"XXL"
143;"";"Rozmiar:select:1";"S"
143;"";"Rozmiar:select:1";"M"
143;"";"Rozmiar:select:1";"L"
143;"";"Rozmiar:select:1";"XL"
143;"";"Rozmiar:select:1";"XXL"
144;"";"Rozmiar:select:1";"S"
144;"";"Rozmiar:select:1";"M"
144;"";"Rozmiar:select:1";"L"
144;"";"Rozmiar:select:1";"XL"
144;"";"Rozmiar:select:1";"XXL"
145;"";"Rozmiar:select:1";"S"
145;"";"Rozmiar:select:1";"M"
145;"";"Rozmiar:select:1";"L"
145;"";"Rozmiar:select:1";"XL"
145;"";"Rozmiar:select:1";"XXL"
146;"";"Rozmiar:select:1";"S"
146;"";"Rozmiar:select:1";"M"
146;"";"Rozmiar:select:1";"L"
146;"";"Rozmiar:select:1";"XL"
146;"";"Rozmiar:select:1";"XXL"
147;"";"Rozmiar:select:1";"S"
147;"";"Rozmiar:select:1";"M"
147;"";"Rozmiar:select:1";"L"
147;"";"Rozmiar:select:1";"XL"
147;"";"Rozmiar:select:1";"XXL"
147;"";"Rozmiar:select:1";"XS"
148;"";"Rozmiar:select:1";"S"
148;"";"Rozmiar:select:1";"M"
148;"";"Rozmiar:select:1";"L"
148;"";"Rozmiar:select:1";"XL"
148;"";"Rozmiar:select:1";"XXL"
148;"";"Rozmiar:select:1";"XS"
149;"";"Rozmiar:select:1";"S"
149;"";"Rozmiar:select:1";"M"
149;"";"Rozmiar:select:1";"L"
149;"";"Rozmiar:select:1";"XL"
149;"";"Rozmiar:select:1";"XXL"
150;"";"Rozmiar:select:1";"S"
150;"";"Rozmiar:select:1";"M"
150;"";"Rozmiar:select:1";"L"
150;"";"Rozmiar:select:1";"XL"
150;"";"Rozmiar:select:1";"XXL"
151;"";"Rozmiar:select:1";"S"
151;"";"Rozmiar:select:1";"M"
151;"";"Rozmiar:select:1";"L"
151;"";"Rozmiar:select:1";"XL"
151;"";"Rozmiar:select:1";"XXL"
152;"";"Rozmiar:select:1";"S"
152;"";"Rozmiar:select:1";"M"
152;"";"Rozmiar:select:1";"L"
152;"";"Rozmiar:select:1";"XL"
152;"";"Rozmiar:select:1";"XXL"
153;"";"Rozmiar:select:1";"S"
153;"";"Rozmiar:select:1";"M"
153;"";"Rozmiar:select:1";"L"
153;"";"Rozmiar:select:1";"XL"
153;"";"Rozmiar:select:1";"XXL"
154;"";"Rozmiar:select:1";"S"
154;"";"Rozmiar:select:1";"M"
154;"";"Rozmiar:select:1";"L"
154;"";"Rozmiar:select:1";"XL"
154;"";"Rozmiar:select:1";"XXL"
155;"";"Rozmiar:select:1";"S"
155;"";"Rozmiar:select:1";"M"
155;"";"Rozmiar:select:1";"L"
155;"";"Rozmiar:select:1";"XL"
156;"";"Rozmiar:select:1";"176/96/82"
156;"";"Rozmiar:select:1";"176/100/86"
156;"";"Rozmiar:select:1";"176/104/90"
156;"";"Rozmiar:select:1";"176/108/94"
156;"";"Rozmiar:select:1";"176/112/98"
156;"";"Rozmiar:select:1";"182/100/86"
156;"";"Rozmiar:select:1";"182/104/90"
156;"";"Rozmiar:select:1";"182/108/94"
156;"";"Rozmiar:select:1";"182/112/98"
157;"";"Rozmiar:select:1";"170/92/78"
157;"";"Rozmiar:select:1";"170/96/82"
157;"";"Rozmiar:select:1";"170/100/86"
157;"";"Rozmiar:select:1";"170/104/90"
157;"";"Rozmiar:select:1";"176/92/78"
157;"";"Rozmiar:select:1";"176/96/82"
157;"";"Rozmiar:select:1";"176/100/86"
157;"";"Rozmiar:select:1";"176/104/90"
157;"";"Rozmiar:select:1";"176/108/94"
157;"";"Rozmiar:select:1";"176/112/98"
157;"";"Rozmiar:select:1";"182/100/86"
157;"";"Rozmiar:select:1";"182/104/90"
157;"";"Rozmiar:select:1";"182/108/94"
157;"";"Rozmiar:select:1";"182/112/98"
157;"";"Rozmiar:select:1";"188/104/90"
157;"";"Rozmiar:select:1";"188/108/94"
157;"";"Rozmiar:select:1";"188/112/98"
158;"";"Rozmiar:select:1";"170/96/82"
158;"";"Rozmiar:select:1";"170/100/86"
158;"";"Rozmiar:select:1";"176/96/82"
158;"";"Rozmiar:select:1";"176/100/86"
158;"";"Rozmiar:select:1";"176/104/90"
158;"";"Rozmiar:select:1";"176/108/94"
158;"";"Rozmiar:select:1";"176/112/98"
158;"";"Rozmiar:select:1";"182/100/86"
158;"";"Rozmiar:select:1";"182/104/90"
158;"";"Rozmiar:select:1";"182/108/94"
158;"";"Rozmiar:select:1";"182/112/98"
159;"";"Rozmiar:select:1";"170/88/74"
159;"";"Rozmiar:select:1";"170/92/78"
159;"";"Rozmiar:select:1";"170/96/82"
159;"";"Rozmiar:select:1";"170/100/86"
159;"";"Rozmiar:select:1";"170/104/90"
159;"";"Rozmiar:select:1";"170/108/94"
159;"";"Rozmiar:select:1";"176/92/78"
159;"";"Rozmiar:select:1";"176/96/82"
159;"";"Rozmiar:select:1";"176/100/86"
159;"";"Rozmiar:select:1";"176/104/90"
159;"";"Rozmiar:select:1";"176/108/94"
159;"";"Rozmiar:select:1";"176/112/98"
159;"";"Rozmiar:select:1";"176/116/102"
159;"";"Rozmiar:select:1";"182/92/78"
159;"";"Rozmiar:select:1";"182/96/82"
159;"";"Rozmiar:select:1";"182/100/86"
159;"";"Rozmiar:select:1";"182/104/90"
159;"";"Rozmiar:select:1";"182/108/94"
159;"";"Rozmiar:select:1";"182/112/98"
159;"";"Rozmiar:select:1";"182/116/102"
159;"";"Rozmiar:select:1";"188/100/86"
159;"";"Rozmiar:select:1";"188/104/90"
159;"";"Rozmiar:select:1";"188/108/94"
159;"";"Rozmiar:select:1";"188/112/98"
159;"";"Rozmiar:select:1";"188/116/102"
160;"";"Rozmiar:select:1";"170/96/82"
160;"";"Rozmiar:select:1";"170/100/86"
160;"";"Rozmiar:select:1";"170/104/90"
160;"";"Rozmiar:select:1";"176/96/82"
160;"";"Rozmiar:select:1";"176/100/86"
160;"";"Rozmiar:select:1";"176/104/90"
160;"";"Rozmiar:select:1";"176/108/94"
160;"";"Rozmiar:select:1";"176/112/98"
160;"";"Rozmiar:select:1";"182/100/86"
160;"";"Rozmiar:select:1";"182/104/90"
160;"";"Rozmiar:select:1";"182/108/94"
160;"";"Rozmiar:select:1";"182/112/98"
161;"";"Rozmiar:select:1";"170/104/90"
161;"";"Rozmiar:select:1";"170/108/94"
161;"";"Rozmiar:select:1";"170/112/98"
161;"";"Rozmiar:select:1";"176/104/90"
161;"";"Rozmiar:select:1";"176/108/94"
161;"";"Rozmiar:select:1";"176/112/98"
161;"";"Rozmiar:select:1";"176/116/102"
161;"";"Rozmiar:select:1";"176/120/106"
161;"";"Rozmiar:select:1";"182/108/94"
161;"";"Rozmiar:select:1";"182/112/98"
161;"";"Rozmiar:select:1";"182/116/102"
161;"";"Rozmiar:select:1";"182/120/106"
161;"";"Rozmiar:select:1";"188/112/98"
161;"";"Rozmiar:select:1";"188/116/102"
161;"";"Rozmiar:select:1";"188/120/106"
162;"";"Rozmiar:select:1";"170/88/74"
162;"";"Rozmiar:select:1";"170/92/78"
162;"";"Rozmiar:select:1";"170/96/82"
162;"";"Rozmiar:select:1";"170/100/86"
162;"";"Rozmiar:select:1";"170/104/90"
162;"";"Rozmiar:select:1";"170/108/94"
162;"";"Rozmiar:select:1";"176/88/74"
162;"";"Rozmiar:select:1";"176/92/78"
