"ID";"Aktywny (0 lub 1)";"Nazwa";"Kategorie (x,y,z...)";"Cena bez podatku. (netto)"
389;1;"Jedwabna mucha w geometryczny wzór";"TataKobasa";"89,90"
390;1;"Jedwabna mucha w geometryczny wzór";"TataKobasa";"89,90"
391;1;"Jedwabna mucha w kratę";"TataKobasa";"89,90"
392;1;"Jedwabna mucha w kratę";"TataKobasa";"89,90"
393;1;"Jedwabna mucha we wzór paisley";"TataKobasa";"89,90"
394;1;"Jedwabna mucha we wzór paisley";"TataKobasa";"89,90"
395;1;"Jedwabna mucha we wzór paisley";"TataKobasa";"89,90"
396;1;"Jedwabna mucha we wzór paisley";"TataKobasa";"99,90"
397;1;"Jedwabna mucha we wzór paisley";"TataKobasa";"99,90"
398;1;"Jedwabna mucha w mikrowzór";"TataKobasa";"99,90"
399;1;"Jedwabna mucha";"TataKobasa";"99,90"
400;1;"Jedwabna mucha";"TataKobasa";"99,90"
401;1;"Jedwabna mucha";"TataKobasa";"119,90"
402;1;"Jedwabna mucha";"TataKobasa";"99,90"
403;1;"Jedwabna mucha";"TataKobasa";"119,90"
404;1;"Jedwabna mucha";"TataKobasa";"119,90"
405;1;"Jedwabna mucha";"TataKobasa";"99,90"
406;1;"Jedwabna mucha";"TataKobasa";"99,90"
407;1;"Jedwabna mucha";"TataKobasa";"99,90"
408;1;"Jedwabna mucha";"TataKobasa";"99,90"
409;1;"Jedwabna mucha";"TataKobasa";"99,90"
410;1;"Jedwabna mucha";"TataKobasa";"99,90"
411;1;"Jedwabna mucha";"TataKobasa";"99,90"
412;1;"Jedwabna mucha";"TataKobasa";"99,90"
413;1;"Pasek z plecionki";"TataKobasa";"99,90"
414;1;"Pasek z plecionki";"TataKobasa";"99,90"
415;1;"Pasek z plecionki";"TataKobasa";"99,90"
416;1;"Pasek z plecionki";"TataKobasa";"99,90"
417;1;"Skórzany pasek";"TataKobasa";"129,90"
418;1;"Skórzany pasek";"TataKobasa";"149,90"
419;1;"Skórzany pasek";"TataKobasa";"149,90"
420;1;"Skórzany pasek w diagonalny wzór";"TataKobasa";"129,90"
421;1;"Skórzany pasek";"TataKobasa";"149,90"
422;1;"Skórzany pasek";"TataKobasa";"129,90"
423;1;"Skórzany pasek";"TataKobasa";"149,90"
424;1;"Skórzany pasek";"TataKobasa";"149,90"
425;1;"Skórzany pasek";"TataKobasa";"149,90"
426;1;"Skórzany pasek";"TataKobasa";"149,90"
427;1;"Skórzany pasek";"TataKobasa";"149,90"
428;1;"Skórzany pasek";"TataKobasa";"149,90"
429;1;"Skórzany pasek";"TataKobasa";"199,90"
430;1;"Skórzany pasek";"TataKobasa";"199,90"
431;1;"Skórzany pasek";"TataKobasa";"199,90"
432;1;"Skórzany pasek";"TataKobasa";"199,90"
433;1;"Skórzany pasek";"TataKobasa";"99,90"
434;1;"Skórzany pasek";"TataKobasa";"119,90"
435;1;"VISTULA|PZPN - Skórzany pasek";"TataKobasa";"99,00"
436;1;"Dwustronny skórzany pasek";"TataKobasa";"149,00"
437;1;"Perfumy Self";"TataKobasa";"199,90"
438;1;"Perfumy Black";"TataKobasa";"149,90"
439;1;"Perfumy 50ml";"TataKobasa";"149,90"
440;1;"Perfumy 50ml";"TataKobasa";"149,90"
441;1;"Zestaw portfeli";"TataKobasa";"199,90"
442;1;"Skórzany portfel";"TataKobasa";"179,90"
443;1;"Skórzany portfel";"TataKobasa";"179,90"
444;1;"Skórzany portfel";"TataKobasa";"299,90"
445;1;"Skórzany portfel";"TataKobasa";"299,90"
446;1;"Skórzany portfel";"TataKobasa";"299,90"
447;1;"Skórzany portfel";"TataKobasa";"299,90"
448;1;"Skórzany portfel";"TataKobasa";"299,90"
449;1;"Skórzany portfel";"TataKobasa";"299,90"
450;1;"Skórzany portfel";"TataKobasa";"179,90"
451;1;"Skórzany portfel";"TataKobasa";"299,90"
452;1;"Skórzany portfel";"TataKobasa";"299,90"
453;1;"Skórzany portfel";"TataKobasa";"179,90"
454;1;"Skórzany portfel";"TataKobasa";"179,90"
455;1;"VISTULA|PZPN - Jedwabna poszetka z logo";"TataKobasa";"149,90"
456;1;"Wełniana poszetka w geometryczny wzór";"TataKobasa";"119,90"
457;1;"Wełniana poszetka w geometryczny wzór";"TataKobasa";"119,90"
458;1;"Jedwabna poszetka w kwiatowy wzór";"TataKobasa";"99,90"
459;1;"Jedwabna poszetka w kwiatowy wzór";"TataKobasa";"99,90"
460;1;"Wzorzysta poszetka z jedwabiu";"TataKobasa";"99,90"
461;1;"Jedwabna poszetka we wzór paisley";"TataKobasa";"99,90"
462;1;"Jedwabna poszetka we wzór paisley";"TataKobasa";"99,90"
463;1;"Jedwabna poszetka we wzór paisley";"TataKobasa";"99,90"
464;1;"Jedwabna poszetka w kwiatowy wzór";"TataKobasa";"99,90"
465;1;"Jedwabna poszetka w kwiatowy wzór";"TataKobasa";"99,90"
466;1;"Jedwabna poszetka we wzór paisley";"TataKobasa";"99,90"
467;1;"Jedwabna poszetka we wzór paisley";"TataKobasa";"99,90"
468;1;"Jedwabna poszetka we wzór paisley";"TataKobasa";"99,90"
469;1;"Jedwabna poszetka we wzór paisley";"TataKobasa";"99,90"
470;1;"Jedwabna poszetka we wzór paisley";"TataKobasa";"99,90"
471;1;"Jedwabna poszetka w geometryczny wzór";"TataKobasa";"99,90"
472;1;"Jedwabna poszetka w geometryczny wzór";"TataKobasa";"99,90"
473;1;"Jedwabna poszetka w geometryczny wzór";"TataKobasa";"99,90"
474;1;"Jedwabna poszetka w geometryczny wzór";"TataKobasa";"99,90"
475;1;"Jedwabna poszetka";"TataKobasa";"99,90"
476;1;"Jedwabna poszetka";"TataKobasa";"99,90"
477;1;"Wełniana poszetka";"TataKobasa";"119,90"
478;1;"Wełniana poszetka";"TataKobasa";"119,90"
479;1;"Skórzane rękawiczki";"TataKobasa";"199,90"
480;1;"Skórzane rękawiczki";"TataKobasa";"199,90"
481;1;"Skórzane rękawiczki";"TataKobasa";"249,90"
482;1;"Skórzane rękawiczki";"TataKobasa";"249,90"
483;1;"Skórzane rękawiczki";"TataKobasa";"249,90"
484;1;"Skórzane rękawiczki";"TataKobasa";"199,90"
485;1;"Skórzane rękawiczki";"TataKobasa";"199,90"
486;1;"Skórzane rękawiczki";"TataKobasa";"249,90"
487;1;"Skórzane rękawiczki";"TataKobasa";"249,90"
488;1;"Skórzane rękawiczki";"TataKobasa";"249,90"
489;1;"Skórzane rękawiczki";"TataKobasa";"249,90"
490;1;"Skórzane rękawiczki";"TataKobasa";"249,90"
491;1;"Skórzane rękawiczki";"TataKobasa";"249,90"
492;1;"Skarpety w jodełkę";"TataKobasa";"29,90"
493;1;"Skarpety w jodełkę";"TataKobasa";"29,90"
494;1;"Skarpety w jodełkę";"TataKobasa";"29,90"
495;1;"Skarpety we wzory";"TataKobasa";"29,90"
496;1;"Skarpety we wzory";"TataKobasa";"29,90"
497;1;"Skarpety we wzory";"TataKobasa";"29,90"
498;1;"Skarpety we wzory";"TataKobasa";"29,90"
499;1;"Skarpety we wzory";"TataKobasa";"29,90"
500;1;"Skarpety w kropki";"TataKobasa";"29,90"
501;1;"Skarpety w kropki";"TataKobasa";"29,90"
502;1;"Skarpety w kropki";"TataKobasa";"29,90"
503;1;"Skarpety we wzory";"TataKobasa";"29,90"
504;1;"Skarpety w kropki";"TataKobasa";"29,90"
505;1;"Skarpety w kropki";"TataKobasa";"29,90"
506;1;"Skarpety we wzory";"TataKobasa";"29,90"
507;1;"Skarpety w pepitę";"TataKobasa";"29,90"
508;1;"Skarpety w pepitę";"TataKobasa";"29,90"
509;1;"Skarpety w pepitę";"TataKobasa";"29,90"
510;1;"Skarpety we wzory";"TataKobasa";"29,90"
511;1;"Skarpety we wzory";"TataKobasa";"24,90"
512;1;"Skarpety we wzory";"TataKobasa";"24,90"
513;1;"Skarpety";"TataKobasa";"24,90"
514;1;"Skarpety";"TataKobasa";"24,90"
515;1;"Skarpety";"TataKobasa";"24,90"
516;1;"Spinki do koszuli";"TataKobasa";"129,90"
517;1;"Spinki do koszuli";"TataKobasa";"129,90"
518;1;"Spinki do koszuli";"TataKobasa";"149,90"
519;1;"Spinki do koszuli";"TataKobasa";"129,90"
520;1;"Spinki do koszuli";"TataKobasa";"129,90"
521;1;"Spinki do koszuli";"TataKobasa";"129,90"
522;1;"Spinki do koszuli";"TataKobasa";"99,90"
523;1;"Spinki do koszuli";"TataKobasa";"99,90"
524;1;"Spinki do koszuli";"TataKobasa";"99,90"
525;1;"Spinki do koszuli";"TataKobasa";"149,90"
526;1;"Spinki do koszuli";"TataKobasa";"149,90"
527;1;"Spinki do koszuli";"TataKobasa";"119,90"
528;1;"Spinki do koszuli";"TataKobasa";"119,90"
529;1;"Spinki do koszuli";"TataKobasa";"129,90"
530;1;"Spinki do koszuli";"TataKobasa";"149,90"
531;1;"Spinki do koszuli";"TataKobasa";"149,90"
532;1;"Spinki do koszuli";"TataKobasa";"149,90"
533;1;"Spinki do koszuli";"TataKobasa";"119,00"
534;1;"Spinki do koszuli";"TataKobasa";"99,00"
535;1;"Spinki do koszuli";"TataKobasa";"99,00"
536;1;"Spinki do koszuli";"TataKobasa";"99,00"
537;1;"Spinki do koszuli";"TataKobasa";"99,00"
538;1;"Spinki do koszuli";"TataKobasa";"99,00"
539;1;"Spinki do koszuli";"TataKobasa";"119,00"
540;1;"Wełniany szal";"TataKobasa";"199,90"
541;1;"Wełniany szal";"TataKobasa";"199,90"
542;1;"Jedwabny szal";"TataKobasa";"249,90"
543;1;"Jedwabny szal";"TataKobasa";"249,90"
544;1;"Jedwabny szal";"TataKobasa";"249,90"
545;1;"Szalik komin";"TataKobasa";"199,90"
546;1;"Szalik komin";"TataKobasa";"199,90"
547;1;"Szalik komin";"TataKobasa";"199,90"
548;1;"Kaszmirowy szal";"TataKobasa";"499,90"
549;1;"Kaszmirowy szal";"TataKobasa";"499,90"
550;1;"Wełniany szal z domieszką kaszmiru";"TataKobasa";"349,90"
551;1;"Wełniany szal z domieszką kaszmiru";"TataKobasa";"349,90"
552;1;"Szalik komin";"TataKobasa";"149,90"
553;1;"Szalik komin";"TataKobasa";"149,90"
554;1;"Szalik komin";"TataKobasa";"149,90"
555;1;"Szal";"TataKobasa";"299,90"
556;1;"Szal";"TataKobasa";"299,90"
557;1;"Szal";"TataKobasa";"299,90"
558;1;"Szal";"TataKobasa";"299,90"
559;1;"Jedwabny szal w kratę";"TataKobasa";"249,90"
560;1;"Jedwabny szal";"TataKobasa";"249,90"
561;1;"Wełniany szal";"TataKobasa";"129,90"
562;1;"Wełniany szal";"TataKobasa";"129,90"
563;1;"Wełniany szal w kratę";"TataKobasa";"199,90"
564;1;"Szelki";"TataKobasa";"149,90"
565;1;"Szelki";"TataKobasa";"149,90"
566;1;"Szelki w diagonalny wzór";"TataKobasa";"99,90"
567;1;"Szelki";"TataKobasa";"129,90"
568;1;"Szelki";"TataKobasa";"129,90"
569;1;"Szelki";"TataKobasa";"149,90"
570;1;"Szelki";"TataKobasa";"99,90"
571;1;"Szelki";"TataKobasa";"149,90"
572;1;"Szelki";"TataKobasa";"149,90"
573;1;"Szelki";"TataKobasa";"79,90"
574;1;"Szelki";"TataKobasa";"79,00"
575;1;"Szelki";"TataKobasa";"99,90"
576;1;"Parasol";"TataKobasa";"249,90"
577;1;"Parasol";"TataKobasa";"249,90"
578;1;"Pas smokingowy";"TataKobasa";"249,90"
579;1;"Zapas do rolki czyszczącej do ubrań";"TataKobasa";"19,90"
580;1;"Rolka czyszcząca do ubrań";"TataKobasa";"19,90"
581;1;"Maseczka ochronna z monogramem";"TataKobasa";"29,90"
582;1;"Maseczka ochronna z monogramem";"TataKobasa";"29,90"
583;1;"Maseczka ochronna z monogramem";"TataKobasa";"29,90"
584;1;"Maseczka ochronna z monogramem";"TataKobasa";"29,90"
585;1;"Pokrowiec";"TataKobasa";"29,00"
586;1;"Pikowana kurtka puchowa z kapturem";"TataKobasa";"799,90"
587;1;"Pikowana kurtka puchowa z kapturem";"TataKobasa";"799,90"
588;1;"Pikowana kurtka puchowa";"TataKobasa";"799,90"
589;1;"Pikowana kurtka puchowa";"TataKobasa";"799,90"
590;1;"Pikowana kurtka puchowa";"TataKobasa";"799,90"
591;1;"Puchowa kurtka ze stójką";"TataKobasa";"499,90"
592;1;"Dwurzędowy płaszcz w kratę";"TataKobasa";"1499,90"
593;1;"Płaszcz z dodatkiem kaszmiru";"TataKobasa";"1299,90"
594;1;"Wełniany płaszcz z dodatkiem kaszmiru";"TataKobasa";"1299,90"
595;1;"Jednorzędowy płaszcz";"TataKobasa";"999,90"
596;1;"Sweter typu round neck z wełny merino";"TataKobasa";"349,90"
597;1;"Sweter typu round neck z wełny merino";"TataKobasa";"349,90"
598;1;"Strukturalny sweter ze stójką";"TataKobasa";"349,90"
599;1;"Sweter ze strukturalnym wzorem";"TataKobasa";"349,90"
600;1;"Sweter z kołnierzem polo";"TataKobasa";"249,90"
601;1;"Sweter z kołnierzem polo";"TataKobasa";"249,90"
602;1;"Golf z wełny merino";"TataKobasa";"349,90"
603;1;"Golf z wełny merino";"TataKobasa";"349,90"
604;1;"Golf z wełny merino";"TataKobasa";"349,90"
605;1;"Golf z wełny merino";"TataKobasa";"349,90"
606;1;"Półgolf z krótkim rękawem";"TataKobasa";"199,90"
607;1;"Półgolf z krótkim rękawem";"TataKobasa";"199,90"
608;1;"Półgolf z prążkowanej dzianiny";"TataKobasa";"249,90"
609;1;"Półgolf z prążkowanej dzianiny";"TataKobasa";"249,90"
610;1;"Półgolf z prążkowanej dzianiny";"TataKobasa";"249,90"
611;1;"Półgolf z prążkowanej dzianiny";"TataKobasa";"249,90"
612;1;"Półgolf z krótkim rękawem";"TataKobasa";"199,90"
613;1;"Półgolf z krótkim rękawem";"TataKobasa";"199,90"
614;1;"Jeansy o kroju slim fit";"TataKobasa";"349,90"
615;1;"Jeansy o kroju slim fit";"TataKobasa";"299,90"
616;1;"Jeansy o kroju slim fit";"TataKobasa";"299,90"
617;1;"Spodnie o kroju slim fit";"TataKobasa";"299,90"
618;1;"Wełniane cygaretki w kratę";"TataKobasa";"699,90"
619;1;"Spodnie o prostym kroju";"TataKobasa";"599,90"
620;1;"Wełniane cygaretki";"TataKobasa";"599,90"
621;1;"Wełniane spodnie o prostym kroju z paskiem";"TataKobasa";"599,90"
622;1;"Wełniane cygaretki w kratę";"TataKobasa";"699,90"
623;1;"Spodnie o prostym kroju";"TataKobasa";"599,90"
624;1;"Bluza typu crewneck z haftem";"TataKobasa";"299,90"
625;1;"Bluza typu crewneck";"TataKobasa";"249,90"
626;1;"Kangurka z kapturem";"TataKobasa";"299,90"
627;1;"Kangurka z kapturem";"TataKobasa";"299,90"
628;1;"Bluza typu crewneck";"TataKobasa";"249,90"
629;1;"Kangurka z kapturem";"TataKobasa";"299,90"
630;1;"Kangurka z kapturem";"TataKobasa";"299,90"
631;1;"Spodnie z prążkowanej dzianiny";"TataKobasa";"349,90"
632;1;"Sukienka z prążkowanej dzianiny";"TataKobasa";"349,90"
633;1;"Bluza typu crewneck z haftem";"TataKobasa";"299,90"
634;1;"Joggery z dzianiny dresowej";"TataKobasa";"279,90"
635;1;"Kangurka z kapturem";"TataKobasa";"299,90"
636;1;"Bluza typu crewneck";"TataKobasa";"249,90"
637;1;"Joggery z dzianiny dresowej";"TataKobasa";"279,90"
638;1;"Kangurka z kapturem";"TataKobasa";"299,90"
639;1;"Bluza typu crewneck";"TataKobasa";"249,90"
640;1;"Joggery z dzianiny dresowej";"TataKobasa";"279,90"
641;1;"Spodnie z prążkowanej dzianiny";"TataKobasa";"349,90"
642;1;"Joggery z dzianiny dresowej";"TataKobasa";"279,90"
643;1;"Joggery z dzianiny dresowej";"TataKobasa";"279,90"
644;1;"Joggery z dzianiny dresowej";"TataKobasa";"279,90"
645;1;"Wełniana marynarka slim fit w kratę";"TataKobasa";"1199,90"
646;1;"Marynarka slim fit wiązana w talii";"TataKobasa";"1099,90"
647;1;"Marynarka o kroju slim fit w kratę";"TataKobasa";"999,90"
648;1;"Wełniana marynarka o kroju slim fit";"TataKobasa";"999,90"
649;1;"Wełniana marynarka o kroju slim fit";"TataKobasa";"999,90"
650;1;"Wełniana marynarka o kroju regular";"TataKobasa";"1099,90"
651;1;"Wełniana marynarka o kroju regular";"TataKobasa";"1199,90"
652;1;"Wełniana spódnica ołówkowa";"TataKobasa";"399,90"
653;1;"Wełniane cygaretki w kratę";"TataKobasa";"699,90"
654;1;"Spodnie o prostym kroju";"TataKobasa";"599,90"
655;1;"Wełniane cygaretki";"TataKobasa";"599,90"
656;1;"Wełniane spodnie o prostym kroju z paskiem";"TataKobasa";"599,90"
657;1;"Spodnie o prostym kroju";"TataKobasa";"599,90"
658;1;"Wełniane cygaretki w kratę";"TataKobasa";"699,90"
659;1;"Wełniana marynarka slim fit w kratę";"TataKobasa";"1199,90"
660;1;"Marynarka slim fit wiązana w talii";"TataKobasa";"1099,90"
661;1;"Marynarka o kroju slim fit w kratę";"TataKobasa";"999,90"
662;1;"Wełniana marynarka o kroju slim fit";"TataKobasa";"999,90"
663;1;"Wełniana marynarka o kroju slim fit";"TataKobasa";"999,90"
664;1;"Wełniana marynarka o kroju regular";"TataKobasa";"1099,90"
665;1;"Wełniana marynarka o kroju regular";"TataKobasa";"1199,90"
666;1;"Koszula z kieszonką";"TataKobasa";"349,90"
667;1;"Koszula z kieszonką";"TataKobasa";"399,90"
668;1;"Koszula z kieszonką";"TataKobasa";"399,90"
669;1;"Jedwabna bluzka";"TataKobasa";"499,90"
670;1;"Bluzka z gładkiej tkaniny";"TataKobasa";"399,90"
671;1;"Bluzka z gładkiej tkaniny";"TataKobasa";"399,90"
672;1;"Bluzka z połyskującej tkaniny";"TataKobasa";"399,90"
673;1;"Bluzka z zapięciem";"TataKobasa";"299,90"
674;1;"Bluzka z zapięciem";"TataKobasa";"349,90"
675;1;"Wełniana sukienka w kratę";"TataKobasa";"799,90"
676;1;"Zwiewna sukienka";"TataKobasa";"899,90"
677;1;"Sukienka z prążkowanej dzianiny";"TataKobasa";"349,90"
678;1;"Sukienka o kroju marynarki";"TataKobasa";"999,90"
679;1;"Sukienka z prążkowanej dzianiny";"TataKobasa";"349,90"
680;1;"Skórzane buty na obcasie";"TataKobasa";"499,90"
681;1;"Skórzane loafersy";"TataKobasa";"599,90"
682;1;"Skórzane kozaki";"TataKobasa";"999,90"
683;1;"Skórzane kozaki";"TataKobasa";"999,90"
684;1;"Skórzane botki";"TataKobasa";"699,90"
685;1;"Skórzana torebka";"TataKobasa";"699,90"
686;1;"Skórzana torebka";"TataKobasa";"699,90"
687;1;"Skórzany pasek";"TataKobasa";"129,90"
688;1;"Skórzany pasek";"TataKobasa";"149,90"
689;1;"Czapka";"TataKobasa";"179,90"
690;1;"Skórzane rękawiczki";"TataKobasa";"199,90"
