"ID";"Aktywny (0 lub 1)";"Nazwa";"Kategorie (x,y,z...)";"Cena bez podatku. (netto)";"W sprzedaży (0 lub 1)";"Wartość rabatu";"Opis";"Podsumowanie";"Adresy URL zdjęcia (x,y,z...)"
"0000XA2963";1;"Bluza z kapturem";"TataKobasa";"349,90";1;"";"<p>Bluza męska w kolorze zielonym. Posiada nakładaną kieszeń z przodu oraz kaptur zapinany na napy. Dół oraz rękawy wykończone ściągaczem. Wykonana z mięsistej dzianiny bawełnianej. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/zielona-bluza-vistula-132952.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129824.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-132952.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129824.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129872.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129892.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129848.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129928.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-130000.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129948.jpg"
"0000XA2522";1;"Bluza z logo";"TataKobasa";"299,90";1;"";"<p>Bluza o regularnym kroju, z logo V na przodzie. Wykonana została z mięsistej dzianiny bawełnianej w kolorze szary melanż. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/szara-bluza-vistula-130620.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-130604.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-130620.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-130604.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-130628.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-130616.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-130752.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-130796.jpg"
"0000XA2523";1;"Bluza z logo";"TataKobasa";"299,90";1;"";"<p>Bluza o regularnym kroju, z logo V na przodzie. Wykonana została z mięsistej dzianiny bawełnianejw kolorze bordowy melanż. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/bordowa-bluza-vistula-128904.jpg,https://vistula.pl/mis/d/bordowa-bluza-vistula-128892.jpg,https://vistula.pl/mis/d/bordowa-bluza-vistula-128904.jpg,https://vistula.pl/mis/d/bordowa-bluza-vistula-128892.jpg,https://vistula.pl/mis/d/bordowa-bluza-vistula-128948.jpg,https://vistula.pl/mis/d/bordowa-bluza-vistula-128896.jpg,https://vistula.pl/mis/d/bordowa-bluza-vistula-130548.jpg,https://vistula.pl/mis/d/bordowa-bluza-vistula-130576.jpg,https://vistula.pl/mis/d/bordowa-bluza-vistula-130556.jpg"
"0000XA2524";1;"Bluza z logo";"TataKobasa";"299,90";1;"";"<p>Bluza o regularnym kroju, z logo V na przodzie. Wykonana została z mięsistej dzianiny bawełnianejw kolorze granatowy melanż. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/granatowa-bluza-vistula-128900.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-128920.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-128900.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-128920.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-128936.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-128876.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-128964.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-128980.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-128972.jpg"
"0000XA1692";1;"Bluza z bawełny pima";"TataKobasa";"249,90";1;"69,91";"<p>Bluza męska w kolorze granatowy melanż. Wykonana została z wysokiej jakości bawełny pima, dzięki czemu jest gładka i miła w dotyku. Posiada dekolt półokrągły pod szyją wykończony ściągaczem. Dół i rękawy wykończone przez podwinięcie i przestębnowanie. Idealna na co dzień. Model na zdjęciu ma 185 cm wzrostu i prezentuje rozmiar M.</p>";"<p>100% Bawełna Pima</p>";"https://vistula.pl/mis/d/granatowa-bluza-vistula-133252.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-133160.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-133252.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-133160.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-133308.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-133164.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-127749.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-127733.jpg"
"0000XA1693";1;"Bluza z bawełny pima";"TataKobasa";"249,90";1;"69,91";"<p>Bluza męska w kolorze niebieski melanż. Wykonana została z wysokiej jakości bawełny pima, dzięki czemu jest gładka i miła w dotyku. Posiada dekolt półokrągły pod szyją wykończony ściągaczem. Dół i rękawy wykończone przez podwinięcie i przestębnowanie. Idealna na co dzień. Model na zdjęciu ma 189 cm wzrostu i prezentuje rozmiar M.</p>";"<p>100% Bawełna Pima</p>";"https://vistula.pl/mis/d/niebieska-bluza-vistula-94487.jpg,https://vistula.pl/mis/d/niebieska-bluza-vistula-94455.jpg,https://vistula.pl/mis/d/niebieska-bluza-vistula-94487.jpg,https://vistula.pl/mis/d/niebieska-bluza-vistula-94455.jpg,https://vistula.pl/mis/d/niebieska-bluza-vistula-94523.jpg,https://vistula.pl/mis/d/niebieska-bluza-vistula-94471.jpg,https://vistula.pl/mis/d/niebieska-bluza-vistula-94507.jpg,https://vistula.pl/mis/d/niebieska-bluza-vistula-127753.jpg,https://vistula.pl/mis/d/niebieska-bluza-vistula-127745.jpg"
"0000XA1694";1;"Bluza z bawełny pima";"TataKobasa";"249,90";1;"69,91";"<p>Bluza męska w kolorze brązowy melanż. Wykonana została z wysokiej jakości bawełny pima, dzięki czemu jest gładka i miła w dotyku. Posiada dekolt półokrągły pod szyją wykończony ściągaczem. Dół i rękawy wykończone przez podwinięcie i przestębnowanie. Idealna na co dzień. Model na zdjęciu ma 185 cm wzrostu i prezentuje rozmiar M.</p>";"<p>100% Bawełna Pima</p>";"https://vistula.pl/mis/d/szara-bluza-vistula-123163.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-123155.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-123163.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-123155.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-123191.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-123171.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-127937.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-127909.jpg"
"0000RX2511";1;"Bluza z haftem";"TataKobasa";"349,90";1;"";"<p>Bluza o regularnym kroju, w kolorze beżowym. Posiada kieszeń z przodu, regulowany kaptur oraz haft Vistula. Dół oraz rękawy zakończone ściągaczem. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>100% Bawełna</p>";"https://vistula.pl/mis/d/be%C5%BCowa-bluza-vistula-red-132052.jpg,https://vistula.pl/mis/d/be%C5%BCowa-bluza-vistula-red-132068.jpg,https://vistula.pl/mis/d/be%C5%BCowa-bluza-vistula-red-132052.jpg,https://vistula.pl/mis/d/be%C5%BCowa-bluza-vistula-red-132068.jpg,https://vistula.pl/mis/d/be%C5%BCowa-bluza-vistula-red-132060.jpg,https://vistula.pl/mis/d/be%C5%BCowa-bluza-vistula-red-132088.jpg,https://vistula.pl/mis/d/be%C5%BCowa-bluza-vistula-red-132036.jpg,https://vistula.pl/mis/d/be%C5%BCowa-bluza-vistula-red-132096.jpg,https://vistula.pl/mis/d/be%C5%BCowa-bluza-vistula-red-132112.jpg,https://vistula.pl/mis/d/be%C5%BCowa-bluza-vistula-red-132116.jpg"
"0000XA2840";1;"Bluza z kapturem";"TataKobasa";"349,90";1;"";"<p>Bluza męska w kolorze szarym. Posiada nakładaną kieszeń z przodu oraz kaptur zapinany na napy. Dół oraz rękawy wykończone ściągaczem. Wykonana z mięsistej dzianiny bawełnianej. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/szara-bluza-vistula-132964.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129868.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-132964.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129868.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129800.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129860.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129904.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129856.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-134056.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-134124.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-134188.jpg"
"0000XA2952";1;"Bluza z kapturem";"TataKobasa";"349,90";1;"";"<p>Bluza męska w kolorze czarnym. Posiada nakładaną kieszeń z przodu oraz kaptur zapinany na napy. Dół oraz rękawy wykończone ściągaczem. Wykonana z mięsistej dzianiny bawełnianej. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/czarna-bluza-vistula-129808.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129844.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129808.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129844.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129876.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129852.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129984.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129920.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129940.jpg"
"0000XA2963";1;"Bluza z kapturem";"TataKobasa";"349,90";1;"";"<p>Bluza męska w kolorze zielonym. Posiada nakładaną kieszeń z przodu oraz kaptur zapinany na napy. Dół oraz rękawy wykończone ściągaczem. Wykonana z mięsistej dzianiny bawełnianej. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/zielona-bluza-vistula-132952.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129824.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-132952.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129824.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129872.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129892.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129848.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129928.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-130000.jpg,https://vistula.pl/mis/d/zielona-bluza-vistula-129948.jpg"
"0000XA1713";1;"Sportowa bluza z ozdobnymi lampasami";"TataKobasa";"399,90";1;"119,91";"<p>Bluza w kolorze granatowym. Wykonana została z dzianiny o sportowym chwycie. Z przodu przy kieszeni posiada gumowe logo Vistula. Na rękawach ozdobne lampasy. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar M.</p>";"<p>38% Bawełna, 36% Wiskoza, 22% Poliester, 4% Elastan</p>";"https://vistula.pl/mis/d/granatowa-bluza-vistula-121943.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-121871.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-121943.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-121871.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-122011.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-121995.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-125323.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-125315.jpg"
"0000XA1714";1;"Sportowa bluza z ozdobnymi lampasami";"TataKobasa";"399,90";1;"119,91";"<p>Bluza w kolorze czarnym. Wykonana została z dzianiny o sportowym chwycie. Z przodu przy kieszeni posiada gumowe logo Vistula. Na rękawach ozdobne lampasy. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar M.</p>";"<p>38% Bawełna, 36% Wiskoza, 22% Poliester, 4% Elastan</p>";"https://vistula.pl/mis/d/czarna-bluza-vistula-122003.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-121931.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-122003.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-121931.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-122035.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-121935.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-125307.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-125311.jpg"
"0000XA2868";1;"Spodnie dresowe";"TataKobasa";"299,90";1;"";"<p>Spodnie dresowe w kolorze szarym. W pasie posiadają gumkę. Wykonane z elastycznej dzianiny. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-132960.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-129836.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-132960.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-129836.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-129784.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-129880.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-129780.jpg"
"0000XA2953";1;"Spodnie dresowe";"TataKobasa";"299,90";1;"";"<p>Spodnie dresowe w kolorze czarnym. W pasie posiadają gumkę. Wykonane z elastycznej dzianiny. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-132948.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129832.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-132948.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129832.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129788.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129900.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129972.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-130008.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129960.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-130012.jpg"
"0000XA2840";1;"Bluza z kapturem";"TataKobasa";"349,90";1;"";"<p>Bluza męska w kolorze szarym. Posiada nakładaną kieszeń z przodu oraz kaptur zapinany na napy. Dół oraz rękawy wykończone ściągaczem. Wykonana z mięsistej dzianiny bawełnianej. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/szara-bluza-vistula-132964.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129868.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-132964.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129868.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129800.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129860.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129904.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-129856.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-134056.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-134124.jpg,https://vistula.pl/mis/d/szara-bluza-vistula-134188.jpg"
"0000XA2952";1;"Bluza z kapturem";"TataKobasa";"349,90";1;"";"<p>Bluza męska w kolorze czarnym. Posiada nakładaną kieszeń z przodu oraz kaptur zapinany na napy. Dół oraz rękawy wykończone ściągaczem. Wykonana z mięsistej dzianiny bawełnianej. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/czarna-bluza-vistula-129808.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129844.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129808.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129844.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129876.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129852.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129984.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129920.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-129940.jpg"
"0000XA1713";1;"Sportowa bluza z ozdobnymi lampasami";"TataKobasa";"399,90";1;"119,91";"<p>Bluza w kolorze granatowym. Wykonana została z dzianiny o sportowym chwycie. Z przodu przy kieszeni posiada gumowe logo Vistula. Na rękawach ozdobne lampasy. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar M.</p>";"<p>38% Bawełna, 36% Wiskoza, 22% Poliester, 4% Elastan</p>";"https://vistula.pl/mis/d/granatowa-bluza-vistula-121943.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-121871.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-121943.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-121871.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-122011.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-121995.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-125323.jpg,https://vistula.pl/mis/d/granatowa-bluza-vistula-125315.jpg"
"0000XA1714";1;"Sportowa bluza z ozdobnymi lampasami";"TataKobasa";"399,90";1;"119,91";"<p>Bluza w kolorze czarnym. Wykonana została z dzianiny o sportowym chwycie. Z przodu przy kieszeni posiada gumowe logo Vistula. Na rękawach ozdobne lampasy. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar M.</p>";"<p>38% Bawełna, 36% Wiskoza, 22% Poliester, 4% Elastan</p>";"https://vistula.pl/mis/d/czarna-bluza-vistula-122003.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-121931.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-122003.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-121931.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-122035.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-121935.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-125307.jpg,https://vistula.pl/mis/d/czarna-bluza-vistula-125311.jpg"
"0000XA1867";1;"Spodnie dresowe z przeszyciami";"TataKobasa";"249,90";1;"149,91";"<p>Spodnie dresowe Cornelis w kolorze szarym. Posiadają kieszenie boczne, z tyłu kieszeń zasuwana na zamek. Spodnie z możliwością regulacji w pasie, nogawki zakończone ściągaczami.</p>";"<p>70% Bawełna, 30% Poliester</p>";"https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-101148.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-101216.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-101148.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-101216.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-101060.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-101012.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-101064.jpg"
"0000RX1533";1;"Spodnie dresowe z ozdobnymi lampasami";"TataKobasa";"249,90";1;"169,91";"<p>Spodnie męskie Chico Set w kolorze bordowym z granatowymi lampasami na nogawkach. Wykonane zostały z dzianiny poliestrowej. Posiadają kieszenie boczne oraz sznurek w pasie do regulacji obwodu.</p>";"<p>100% Poliester</p>";"https://vistula.pl/mis/d/bordowe-spodnie-dresowe-vistula-red-91035.jpg,https://vistula.pl/mis/d/bordowe-spodnie-dresowe-vistula-red-91079.jpg,https://vistula.pl/mis/d/bordowe-spodnie-dresowe-vistula-red-91035.jpg,https://vistula.pl/mis/d/bordowe-spodnie-dresowe-vistula-red-91079.jpg,https://vistula.pl/mis/d/bordowe-spodnie-dresowe-vistula-red-91099.jpg,https://vistula.pl/mis/d/bordowe-spodnie-dresowe-vistula-red-91139.jpg,https://vistula.pl/mis/d/bordowe-spodnie-dresowe-vistula-red-91159.jpg"
"0000RX1534";1;"Spodnie dresowe z ozdobnymi lampasami";"TataKobasa";"249,90";1;"149,91";"<p>Spodnie męskie Chico Set w kolorze granatowym z beżowymi lampasami na nogawkach. Wykonane zostały z dzianiny poliestrowej. Posiadają kieszenie boczne oraz sznurek w pasie do regulacji obwodu.</p>";"<p>100% Poliester</p>";"https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-red-91059.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-red-91003.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-red-91059.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-red-91003.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-red-91075.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-red-91171.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-red-91175.jpg"
"0000XA1643";1;"Joggery cargo";"TataKobasa";"349,90";1;"179,91";"<p>Joggery męskie Mcleod w kolorze czarnym. Wykonane zostały z miękkiej dzianiny sportowej w chwycie, w dotyku lekko piankowej. Z przodu dwie pionowe kieszenie zasuwane na zamek, z boku nogawek kieszenie bojówkowe z logowaną patką. Dół spodni zakończony ściągaczem, w pasie gumka.</p>";"<p>80% Poliester, 14% Wiskoza, 6% Elastan</p>";"https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-97556.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-97544.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-97556.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-97544.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-97559.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-97562.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-97550.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-97553.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-97547.jpg"
"0000RX2513";1;"Spodnie dzianinowe z przeszyciami";"TataKobasa";"299,90";1;"";"<p>Spodnie dresowe w kolorze białym. W pasie posiadają sznurek do regulacji obwodu. Na nogawkach ozdobne przeszycia. Wykonane z elastycznej dzianiny.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/bia%C5%82e-spodnie-dresowe-vistula-red-132040.jpg,https://vistula.pl/mis/d/bia%C5%82e-spodnie-dresowe-vistula-red-132440.jpg,https://vistula.pl/mis/d/bia%C5%82e-spodnie-dresowe-vistula-red-132040.jpg,https://vistula.pl/mis/d/bia%C5%82e-spodnie-dresowe-vistula-red-132440.jpg,https://vistula.pl/mis/d/bia%C5%82e-spodnie-dresowe-vistula-red-132076.jpg"
"0000XA2868";1;"Spodnie dresowe";"TataKobasa";"299,90";1;"";"<p>Spodnie dresowe w kolorze szarym. W pasie posiadają gumkę. Wykonane z elastycznej dzianiny. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-132960.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-129836.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-132960.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-129836.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-129784.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-129880.jpg,https://vistula.pl/mis/d/szare-spodnie-dresowe-vistula-129780.jpg"
"0000XA2953";1;"Spodnie dresowe";"TataKobasa";"299,90";1;"";"<p>Spodnie dresowe w kolorze czarnym. W pasie posiadają gumkę. Wykonane z elastycznej dzianiny. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar M.</p>";"<p>80% Bawełna, 12% Poliester, 8% Elastan</p>";"https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-132948.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129832.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-132948.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129832.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129788.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129900.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129972.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-130008.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-129960.jpg,https://vistula.pl/mis/d/czarne-spodnie-dresowe-vistula-130012.jpg"
"0000XA1715";1;"Joggery z ozdobnymi lampasami";"TataKobasa";"299,90";1;"99,91";"<p>Spodnie dresowe w kolorze granatowym. Wykonane zostały z dzianiny o sportowym chwycie. Na nogawkach posiadają ozdobne lampasy. W pasie gumka do regulacji obwodu. Nogawki zakończone ściągaczami. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar M.</p>";"<p>38% Bawełna, 36% Wiskoza, 22% Poliester, 4% Elastan</p>";"https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-121955.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-121915.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-121955.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-121915.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-122039.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-106621.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-106609.jpg,https://vistula.pl/mis/d/granatowe-spodnie-dresowe-vistula-121059.jpg"
