"ID";"Aktywny (0 lub 1)";"Nazwa"
"0000XZ2228";1;"Skarpety"
"0000XZ2719";1;"Spinki do koszuli"
"0000XZ2576";1;"Spinki do koszuli"
"0000XZ2010";1;"Spinki do koszuli"
"0000XZ2011";1;"Spinki do koszuli"
"0000XZ2012";1;"Spinki do koszuli"
"0000XZ2013";1;"Spinki do koszuli"
"0000XZ2214";1;"Spinki do koszuli"
"0000XZ2220";1;"Spinki do koszuli"
"0000XZ2213";1;"Spinki do koszuli"
"0000XZ2215";1;"Spinki do koszuli"
"0000XZ2216";1;"Spinki do koszuli"
"0000XZ1154";1;"Spinki do koszuli"
"0000XZ1155";1;"Spinki do koszuli"
"0000XZ1568";1;"Spinki do koszuli"
"0000XZ6001";1;"Spinki do koszuli"
"0000XZ6002";1;"Spinki do koszuli"
"0000XZ6003";1;"Spinki do koszuli"
"0000XA0426";1;"Spinki do koszuli"
"0000XZ6725";1;"Spinki do koszuli"
"0000XA5338";1;"Spinki do koszuli"
"0000XZ6726";1;"Spinki do koszuli"
"0000XA2458";1;"Spinki do koszuli"
"0000XZ6724";1;"Spinki do koszuli"
"0000XA3422";1;"Spinki do koszuli"
"0000XZ2708";1;"Wełniany szal"
"0000XZ2709";1;"Wełniany szal"
"0000XZ2694";1;"Jedwabny szal"
"0000XZ2697";1;"Jedwabny szal"
"0000XZ2698";1;"Jedwabny szal"
"0000XZ1641";1;"Szalik komin"
"0000XZ1644";1;"Szalik komin"
"0000XZ1642";1;"Szalik komin"
"0000XZ1619";1;"Kaszmirowy szal"
"0000XZ1618";1;"Kaszmirowy szal"
"0000XZ1658";1;"Wełniany szal z domieszką kaszmiru"
"0000XZ1657";1;"Wełniany szal z domieszką kaszmiru"
"0000XZ2674";1;"Szalik komin"
"0000XZ2675";1;"Szalik komin"
"0000XZ2676";1;"Szalik komin"
"0000XZ1675";1;"Szal"
"0000XZ1674";1;"Szal"
"0000XZ1671";1;"Szal"
"0000XZ1670";1;"Szal"
"0000XZ1740";1;"Jedwabny szal w kratę"
"0000XZ1741";1;"Jedwabny szal"
"0000XZ1661";1;"Wełniany szal"
"0000XZ1662";1;"Wełniany szal"
"0000XZ1749";1;"Wełniany szal w kratę"
"0000XZ2167";1;"Szelki"
"0000XZ2082";1;"Szelki"
"0000XZ2168";1;"Szelki w diagonalny wzór"
"0000XZ2085";1;"Szelki"
"0000XZ2087";1;"Szelki"
"0000XZ1591";1;"Szelki"
"0000XZ1589";1;"Szelki"
"0000XZ1005";1;"Szelki"
"0000XA6469";1;"Szelki"
"0000XZ8793";1;"Szelki"
"0000XA6472";1;"Szelki"
"0000XZ1048";1;"Szelki"
"0000XZ7207";1;"Parasol"
"0000XZ7208";1;"Parasol"
"0000XA0501";1;"Pas smokingowy"
"ZAPABX0115";1;"Zapas do rolki czyszczącej do ubrań"
"0000BX0114";1;"Rolka czyszcząca do ubrań"
"MNV1VI1519";1;"Maseczka ochronna z monogramem"
"MNV1BV6216";1;"Maseczka ochronna z monogramem"
"MNV1BV5119";1;"Maseczka ochronna z monogramem"
"MNV1BV5119";1;"Maseczka ochronna z monogramem"
"0000009458";1;"Pokrowiec"
"0000XV2640";1;"Pikowana kurtka puchowa z kapturem"
"0000XV2641";1;"Pikowana kurtka puchowa z kapturem"
"0000XV1547";1;"Pikowana kurtka puchowa"
"0000XV1552";1;"Pikowana kurtka puchowa"
"0000XV1553";1;"Pikowana kurtka puchowa"
"0000XV1548";1;"Puchowa kurtka ze stójką"
"9VE3VW2509";1;"Dwurzędowy płaszcz w kratę"
"9V92VW2558";1;"Płaszcz z dodatkiem kaszmiru"
"9V92VW2564";1;"Wełniany płaszcz z dodatkiem kaszmiru"
"9VG1VI1660";1;"Jednorzędowy płaszcz"
"0000XV2595";1;"Sweter typu round neck z wełny merino"
"0000XV2637";1;"Sweter typu round neck z wełny merino"
"0000XV2596";1;"Strukturalny sweter ze stójką"
"0000XV2511";1;"Sweter ze strukturalnym wzorem"
"0000XV2549";1;"Sweter z kołnierzem polo"
"0000XV2553";1;"Sweter z kołnierzem polo"
"0000XV2525";1;"Golf z wełny merino"
"0000XV2526";1;"Golf z wełny merino"
"0000XV2635";1;"Golf z wełny merino"
"0000XV2636";1;"Golf z wełny merino"
"0000XV2643";1;"Półgolf z krótkim rękawem"
"0000XA2639";1;"Półgolf z krótkim rękawem"
"0000XV1522";1;"Półgolf z prążkowanej dzianiny"
"0000XV1523";1;"Półgolf z prążkowanej dzianiny"
"0000XV1524";1;"Półgolf z prążkowanej dzianiny"
"0000XV1525";1;"Półgolf z prążkowanej dzianiny"
"0000XA2639";1;"Półgolf z krótkim rękawem"
"0000XV2643";1;"Półgolf z krótkim rękawem"
"0000XV2501";1;"Jeansy o kroju slim fit"
"0000XV2500";1;"Jeansy o kroju slim fit"
"0000XV2538";1;"Jeansy o kroju slim fit"
"0000XV2558";1;"Spodnie o kroju slim fit"
"0VA9VW2517";1;"Wełniane cygaretki w kratę"
"0VG4VW2510";1;"Spodnie o prostym kroju"
"0VA9BV9106";1;"Wełniane cygaretki"
"0VG5VW2502";1;"Wełniane spodnie o prostym kroju z paskiem"
"0VA9VW2560";1;"Wełniane cygaretki w kratę"
"0VG4VW2502";1;"Spodnie o prostym kroju"
"0000XV2603";1;"Bluza typu crewneck z haftem"
"0000XV2091";1;"Bluza typu crewneck"
"0000XV2016";1;"Kangurka z kapturem"
"0000XV2014";1;"Kangurka z kapturem"
"0000XV2019";1;"Bluza typu crewneck"
"0000XV2014";1;"Kangurka z kapturem"
"0000XV2016";1;"Kangurka z kapturem"
"0000XV2616";1;"Spodnie z prążkowanej dzianiny"
"0000XV2613";1;"Sukienka z prążkowanej dzianiny"
"0000XV2603";1;"Bluza typu crewneck z haftem"
"0000XV2605";1;"Joggery z dzianiny dresowej"
"0000XV2016";1;"Kangurka z kapturem"
"0000XV2091";1;"Bluza typu crewneck"
"0000XV2039";1;"Joggery z dzianiny dresowej"
"0000XV2014";1;"Kangurka z kapturem"
"0000XV2019";1;"Bluza typu crewneck"
"0000XV2037";1;"Joggery z dzianiny dresowej"
"0000XV2616";1;"Spodnie z prążkowanej dzianiny"
"0000XV2605";1;"Joggery z dzianiny dresowej"
"0000XV2039";1;"Joggery z dzianiny dresowej"
"0000XV2037";1;"Joggery z dzianiny dresowej"
"4Q81VW2517";1;"Wełniana marynarka slim fit w kratę"
"4VF5VW2502";1;"Marynarka slim fit wiązana w talii"
"4VJ7VW2510";1;"Marynarka o kroju slim fit w kratę"
"4Q80BV9106";1;"Wełniana marynarka o kroju slim fit"
"4Q80VW2502";1;"Wełniana marynarka o kroju slim fit"
"4VE1VW2502";1;"Wełniana marynarka o kroju regular"
"4VO8VW2560";1;"Wełniana marynarka o kroju regular"
"5VE8VW2502";1;"Wełniana spódnica ołówkowa"
"0VA9VW2517";1;"Wełniane cygaretki w kratę"
"0VG4VW2510";1;"Spodnie o prostym kroju"
"0VA9BV9106";1;"Wełniane cygaretki"
"0VG5VW2502";1;"Wełniane spodnie o prostym kroju z paskiem"
"0VG4VW2502";1;"Spodnie o prostym kroju"
"0VA9VW2560";1;"Wełniane cygaretki w kratę"
"4Q81VW2517";1;"Wełniana marynarka slim fit w kratę"
"4VF5VW2502";1;"Marynarka slim fit wiązana w talii"
"4VJ7VW2510";1;"Marynarka o kroju slim fit w kratę"
"4Q80BV9106";1;"Wełniana marynarka o kroju slim fit"
"4Q80VW2502";1;"Wełniana marynarka o kroju slim fit"
"4VE1VW2502";1;"Wełniana marynarka o kroju regular"
"4VO8VW2560";1;"Wełniana marynarka o kroju regular"
"DV29VW2587";1;"Koszula z kieszonką"
"DV29VW2584";1;"Koszula z kieszonką"
"DV29VW2586";1;"Koszula z kieszonką"
"DV31VW2591";1;"Jedwabna bluzka"
"DV22VW2601";1;"Bluzka z gładkiej tkaniny"
"DV22VW2602";1;"Bluzka z gładkiej tkaniny"
"DV34VW2594";1;"Bluzka z połyskującej tkaniny"
"DV46VW2602";1;"Bluzka z zapięciem"
"DV26VW2589";1;"Bluzka z zapięciem"
"5VO2VW2560";1;"Wełniana sukienka w kratę"
"5VR4VW2579";1;"Zwiewna sukienka"
"0000XV2613";1;"Sukienka z prążkowanej dzianiny"
"5VD9VW2596";1;"Sukienka o kroju marynarki"
"0000XV2612";1;"Sukienka z prążkowanej dzianiny"
"0000XV2564";1;"Skórzane buty na obcasie"
"0000XV2563";1;"Skórzane loafersy"
"0000XV2646";1;"Skórzane kozaki"
"0000XV2645";1;"Skórzane kozaki"
"0000XV2644";1;"Skórzane botki"
"RENAXV2647";1;"Skórzana torebka"
"0000XV2664";1;"Skórzana torebka"
"0000XV2639";1;"Skórzany pasek"
"0000XV2630";1;"Skórzany pasek"
"0000XV2661";1;"Czapka"
"0000XV2648";1;"Skórzane rękawiczki"
