"ID";"Aktywny (0 lub 1)";"Nazwa";"Kategorie (x,y,z...)";"Cena bez podatku. (netto)";"ID reguły podatku";"Koszt własny";"W sprzedaży (0 lub 1)";"Wartość rabatu";"Procent rabatu";"Rabat od dnia (rrrr-mm-dd)";"Rabat do dnia (rrrr-mm-dd)";"Indeks #";"Kod dostawcy";"Dostawca";"Marka";"kod EAN13";"Kod kreskowy UPC";"MPN";"Podatek ekologiczny";"Szerokość";"Wysokość";"Głębokość";"Waga";"Czas dostawy produktów dostępnych w magazynie:";"Czas dostawy wyprzedanych produktów z możliwością rezerwacji:";"Ilość";"Minimalna ilość";"Niski poziom produktów w magazynie";"Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu";"Widoczność";"Dodatkowe koszty przesyłki";"Jednostka dla ceny za jednostkę";"Cena za jednostkę";"Podsumowanie";"Opis";"Tagi (x,y,z...)";"Meta-tytuł";"Słowa kluczowe meta";"Opis meta";"Przepisany URL";"Etykieta, gdy w magazynie";"Etykieta kiedy dozwolone ponowne zamówienie";"Dostępne do zamówienia (0 = Nie, 1 = Tak)";"Data dostępności produktu";"Data wytworzenia produktu";"Pokaż cenę (0 = Nie, 1 = Tak)";"Adresy URL zdjęcia (x,y,z...)";"Tekst alternatywny dla zdjęć (x,y,z...)";"Usuń istniejące zdjęcia (0 = Nie, 1 = Tak)";"Cecha(Nazwa:Wartość:Pozycja:Indywidualne)";"Dostępne tylko online (0 = Nie, 1 = Tak)";"Stan:"
1;1;"Puchowa parka z kapturem";"Mezczyzna/Kurtki & Płaszcze (meskie)/Kurtki i Kurtki Puchowe (meskie)";"1099,90";1;"";0;"";"";"";"";"0000XA2931";"";"";"";"";"";"";"";"";"";"";"";"";"";18;1;5;"";"both";"";"";"";"<p>100% Poliester, podszewka: 100% Poliamid</p>";"<p>Puchowa kurtka w kolorze granatowym. Zapinana jest na zamek błyskawiczny, kryty plisą zapinaną na napy. Kurtka posiada regulowany kaptur, w pasie sznurek do regulacji obwodu oraz naturalne wypełnienie z puchu kaczego z dodatkiem pierza. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"http://localhost/img/products/001-001.jpg,http://localhost/img/products/001-002.jpg,http://localhost/img/products/001-003.jpg,http://localhost/img/products/001-004.jpg,http://localhost/img/products/001-005.jpg,http://localhost/img/products/001-006.jpg,http://localhost/img/products/001-007.jpg,http://localhost/img/products/001-008.jpg,http://localhost/img/products/001-009.jpg,http://localhost/img/products/001-010.jpg"
2;1;"Puchowa parka z kapturem";"Mezczyzna/Kurtki & Płaszcze (meskie)/Kurtki i Kurtki Puchowe (meskie)";"1099,90";1;"";0;"";"";"";"";"0000XA2965";"";"";"";"";"";"";"";"";"";"";"";"";"";35;1;5;"";"both";"";"";"";"<p>100% Poliester, podszewka: 100% Poliamid</p>";"<p>Puchowa kurtka w kolorze bordowym. Zapinana jest na zamek błyskawiczny, kryty plisą zapinaną na napy. Kurtka posiada regulowany kaptur, w pasie sznurek do regulacji obwodu oraz naturalne wypełnienie z puchu kaczego z dodatkiem pierza. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"http://localhost/img/products/002-001.jpg,http://localhost/img/products/002-002.jpg,http://localhost/img/products/002-003.jpg,http://localhost/img/products/002-004.jpg,http://localhost/img/products/002-005.jpg,http://localhost/img/products/002-006.jpg,http://localhost/img/products/002-007.jpg,http://localhost/img/products/002-008.jpg,http://localhost/img/products/002-009.jpg,http://localhost/img/products/002-010.jpg,http://localhost/img/products/002-011.jpg"
3;1;"VISTULA|PZPN - Wełniana kurtka typu bomber";"Mezczyzna/Kurtki & Płaszcze (meskie)/Kurtki i Kurtki Puchowe (meskie)";"1599,90";1;"";0;"";"";"";"";"9VO7VI2726";"";"";"";"";"";"";"";"";"";"";"";"";"";23;1;5;"";"both";"";"";"";"<p>100% Wełna, podszewka 100% Wiskoza, podszewka rękawów: 100% Wiskoza</p>";"<p>Kurtka męska w kolorze szarym. Posiada kołnierz ze stójką, dwie kieszenie boczne oraz ściągacz na rękawach oraz dole produktu. Zapinana jest na zamek błyskawiczny. Wykonana z tkaniny wełnianej od renomowanego, włoskiego producenta Tallia Di Delfino. Produkt posiada wiskozową podszewkę w piłki.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"http://localhost/img/products/003-001.jpg,http://localhost/img/products/003-002.jpg,http://localhost/img/products/003-003.jpg,http://localhost/img/products/003-004.jpg,http://localhost/img/products/003-005.jpg,http://localhost/img/products/003-006.jpg"
4;1;"Puchowa kurtka";"Mezczyzna/Kurtki & Płaszcze (meskie)/Kurtki i Kurtki Puchowe (meskie)";"999,90";1;"";0;"";"";"";"";"0000XA1848";"";"";"";"";"";"";"";"";"";"";"";"";"";27;1;5;"";"both";"";"";"";"<p>100% Poliamid, podszewka: 100% Poliester, podszewka rękawów: 100% Poliester</p>";"<p>Kurtka męska w kolorze czarnym, z charakterystycznym błyskiem. Zapinana jest na zamek umieszczony asymetrycznie obok cienkiego podłużnego panelu z nadrukowanym logo. Rękawy zakończone ściągaczem z gumą z tkaniny bazowej. Kurtka posiada ukośne kieszenie umieszczone po bokach, na wysokości klatki piersiowej kieszeń umieszczona pionowo (drugi zamek jest ozdobny) oraz dwie atrapy skośnych kieszeni z zamkiem na rękawach. Model na zdjęciu ma 185 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"http://localhost/img/products/004-001.jpg,http://localhost/img/products/004-002.jpg,http://localhost/img/products/004-003.jpg,http://localhost/img/products/004-004.jpg,http://localhost/img/products/004-005.jpg,http://localhost/img/products/004-006.jpg,http://localhost/img/products/004-007.jpg,http://localhost/img/products/004-008.jpg,http://localhost/img/products/004-009.jpg"
5;1;"Puchowa parka z kapturem";"Mezczyzna/Kurtki & Płaszcze (meskie)/Kurtki i Kurtki Puchowe (meskie)";"1099,90";1;"";0;"";"";"";"";"0000XA1829";"";"";"";"";"";"";"";"";"";"";"";"";"";70;1;5;"";"both";"";"";"";"<p>80% Poliamid, 20% Elastan, podszewka: 100% Poliamid</p>";"<p>Puchowa kurtka w kolorze granatowym. Posiada kieszenie boczne z listewką. Zasuwana jest na zamek błyskawiczny, kryty plisą zapinaną na napy. Kurtka posiada naturalne wypełnienie z puchu kaczego z dodatkiem pierza. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"http://localhost/img/products/005-001.jpg,http://localhost/img/products/005-002.jpg,http://localhost/img/products/005-003.jpg,http://localhost/img/products/005-004.jpg,http://localhost/img/products/005-005.jpg,http://localhost/img/products/005-006.jpg,http://localhost/img/products/005-007.jpg"
6;1;"Puchowa parka z kapturem";"Mezczyzna/Kurtki & Płaszcze (meskie)/Kurtki i Kurtki Puchowe (meskie)";"1099,90";1;"";0;"";"";"";"";"0000XA2663";"";"";"";"";"";"";"";"";"";"";"";"";"";10;1;5;"";"both";"";"";"";"<p>71% Poliester, 23% Wiskoza, 6% Wełna, podszewka: 100% Poliamid, podszewka rękawów: 100% Poliester</p>";"<p>Puchowa kurtka w kolorze granatowym, z regulowanym kapturem. Posiada kieszenie na piersi z listewką oraz dwie kieszenie z przodu zapinane na guziki. Zasuwana jest na zamek błyskawiczny kryty plisą zapinaną na guziki. Kurtka posiada naturalne wypełnienie z puchu kaczego z dodatkiem pierza. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"http://localhost/img/products/006-001.jpg,http://localhost/img/products/006-002.jpg,http://localhost/img/products/006-003.jpg,http://localhost/img/products/006-004.jpg,http://localhost/img/products/006-005.jpg,http://localhost/img/products/006-006.jpg"
7;1;"Puchowa kurtka z kapturem";"Mezczyzna/Kurtki & Płaszcze (meskie)/Kurtki i Kurtki Puchowe (meskie)";"1099,90";1;"";0;"";"";"";"";"0000XA2930";"";"";"";"";"";"";"";"";"";"";"";"";"";65;1;5;"";"both";"";"";"";"<p>100% Poliester, podszewka: 100% Poliester</p>";"<p>Pikowana kurtka w kolorze granatowym. Z przodu posiada duże kieszenie. Produkt z zapinanym kapturem, zasuwany na zamek błyskawiczny kryty plisą zapinaną na napy. Kurtka posiada wypełnienie z puchu kaczego i pierzy. Model na zdjęciu ma 186,5 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"http://localhost/img/products/007-001.jpg,http://localhost/img/products/007-002.jpg,http://localhost/img/products/007-003.jpg,http://localhost/img/products/007-004.jpg,http://localhost/img/products/007-005.jpg,http://localhost/img/products/007-006.jpg,http://localhost/img/products/007-007.jpg"
8;1;"Sportowa kurtka z łączonych materiałów";"Mezczyzna/Kurtki & Płaszcze (meskie)/Kurtki i Kurtki Puchowe (meskie)";"699,90";1;"";0;"";"";"";"";"0000XA1712";"";"";"";"";"";"";"";"";"";"";"";"";"";33;1;5;"";"both";"";"";"";"<p>100% Poliester, podszewka: 95% Poliester, 5% Elastan</p>";"<p>Kurtka sportowa w kolorze czarnym. Posiada kieszenie boczne zasuwane na zamek oraz mniejszą kieszonkę na piersi. Zapinana na gumowy zamek błyskawiczny. Wykonana z łączonych materiałów. Model na zdjęciu ma 188 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"http://localhost/img/products/008-001.jpg,http://localhost/img/products/008-002.jpg,http://localhost/img/products/008-003.jpg,http://localhost/img/products/008-004.jpg,http://localhost/img/products/008-005.jpg,http://localhost/img/products/008-006.jpg,http://localhost/img/products/008-007.jpg,http://localhost/img/products/008-008.jpg,http://localhost/img/products/008-009.jpg,http://localhost/img/products/008-010.jpg"
9;1;"Kurtka z wypełnieniem z recyklingu";"Mezczyzna/Kurtki & Płaszcze (meskie)/Kurtki i Kurtki Puchowe (meskie)";"799,90";1;"";0;"";"";"";"";"0000XA2908";"";"";"";"";"";"";"";"";"";"";"";"";"";11;1;5;"";"both";"";"";"";"<p>100% Poliester, podszewka: 100% Poliamid</p>";"<p>Pikowana kurtka w kolorze szarym. Posiada duże kieszenie z przodu, zapinane na napy. Produkt z regulowanym kapturem, zasuwany na zamek błyskawiczny kryty plisą zapinaną na napy. Kurtka posiada wypełnienie z poliestru z recyklingu. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"http://localhost/img/products/009-001.jpg,http://localhost/img/products/009-002.jpg,http://localhost/img/products/009-003.jpg,http://localhost/img/products/009-004.jpg,http://localhost/img/products/009-005.jpg,http://localhost/img/products/009-006.jpg"
10;1;"Puchowa kurtka z kapturem";"Mezczyzna/Kurtki & Płaszcze (meskie)/Kurtki i Kurtki Puchowe (meskie)";"599,90";1;"";0;"";"";"";"";"0000XA2932";"";"";"";"";"";"";"";"";"";"";"";"";"";17;1;5;"";"both";"";"";"";"<p>100% Poliester, podszewka: 100% Poliester</p>";"<p>Pikowana kurtka w kolorze czarnym. Posiada kieszenie boczne zasuwane na zamek, zapinana jest na zamek błyskawiczny. Kurtka posiada naturalne wypełnienie z puchu kaczego z dodatkiem pierzy. Wykonana z wodoodpornej tkaniny. Produkt z możliwością spakowania do małej torby. Model na zdjęciu ma 190 cm wzrostu i prezentuje rozmiar 50.</p>";"";"";"";"";"";"Dostępny";"Niedostępny";1;"";"";1;"http://localhost/img/products/010-001.jpg,http://localhost/img/products/010-002.jpg,http://localhost/img/products/010-003.jpg,http://localhost/img/products/010-004.jpg,http://localhost/img/products/010-005.jpg,http://localhost/img/products/010-006.jpg,http://localhost/img/products/010-007.jpg,http://localhost/img/products/010-008.jpg,http://localhost/img/products/010-009.jpg,http://localhost/img/products/010-010.jpg,http://localhost/img/products/010-011.jpg,http://localhost/img/products/010-012.jpg"
